"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	253.152805845688	247.438022619909	103.517950209294	71.4196559570638	90.5731647902362	125	0.05
"2"	25000	251.605907302634	249.184150537833	113.229326955771	71.4234601975069	92.4329553528264	223	0.0892
"3"	50000	251.735858726844	253.24705826051	124.327047053482	71.6301388164188	94.9108354044373	314	0.1256
"4"	75000	255.01868142204	253.855804624064	125.951476693185	74.5253308154255	99.2238933618186	374	0.1496
"5"	1e+05	256.992024167039	254.165873536907	137.329562104439	78.8447530115106	105.168244476906	425	0.17
"6"	125000	256.980601362458	253.446581570438	154.134352096572	82.9119104712163	110.596076809432	469	0.1876
"7"	150000	255.242028711913	252.409557350283	156.13619760415	86.7538544336263	115.820429374379	514	0.2056
"8"	175000	254.867053519948	251.414883244049	158.861236195165	90.1951545450345	119.657998948887	553	0.2212
"9"	2e+05	253.064259244462	252.235514662825	161.707243505657	94.1357743836011	125.121945161687	600	0.24
"10"	225000	254.709845553544	252.156186917697	170.091463099174	98.6015388475253	132.40951787362	653	0.2612
"11"	250000	254.044268437491	253.532739209228	184.432640915798	102.917570861185	137.951794614979	712	0.2848
"12"	275000	253.06854550097	254.059463166977	185.502250267165	106.873125083039	143.4418947763	775	0.31
"13"	3e+05	253.325301928311	253.321522811697	188.393972849917	110.688451678654	148.564941496703	832	0.3328
"14"	325000	253.17463010696	253.613610782822	193.341364964643	115.66235325612	155.46045838618	911	0.3644
"15"	350000	255.277248378009	255.77824882708	226.205582359646	120.783659930461	161.301596982129	996	0.3984
"16"	375000	255.590247068647	256.854195822226	225.7363519402	125.122045579113	166.624104660738	1070	0.428
"17"	4e+05	257.229535064611	255.899159572059	227.257828791437	130.738997603531	174.390267118326	1166	0.4664
"18"	425000	259.114830401214	254.869432087538	235.986640647139	135.386909381553	180.84811120905	1251	0.5004
"19"	450000	260.851211566076	255.730255859253	241.733916697997	140.800836545978	187.387182918333	1354	0.5416
"20"	475000	260.317359723033	256.854192045831	262.723735492872	146.672945132359	194.690420320481	1474	0.5896
"21"	5e+05	262.323481030707	257.064321985518	264.701246066558	151.075532061118	200.661834559433	1567	0.6268
"22"	525000	262.44901081744	257.76140862098	271.716055046518	155.414788774861	205.780593487258	1659	0.6636
"23"	550000	261.317531828686	256.429624620744	274.757462333522	160.001562620216	212.169099584158	1764	0.7056
"24"	575000	262.227863767168	255.784121601563	275.41799866759	163.693525043761	217.557327769183	1848	0.7392
"25"	6e+05	261.642084880648	254.590216322353	293.984841853521	167.268245858548	222.660014274713	1936	0.7744
"26"	625000	261.684387774345	253.711613421197	293.238504179638	170.129430126293	225.874337280348	2006	0.8024
"27"	650000	262.112915734537	252.724022055156	302.035615618665	173.099666349583	229.951749881969	2079	0.8316
"28"	675000	261.621333236078	250.80733212932	300.772286336034	176.133885200893	233.262641466641	2153	0.8612
"29"	7e+05	260.644751812952	249.423923093053	300.233719912069	178.184802287495	236.543332240425	2202	0.8808
"30"	725000	260.763762634311	249.125892642656	305.683906917407	180.309458821833	239.005110776557	2251	0.9004
"31"	750000	259.314279572872	248.507500546782	321.976282287808	182.93983143369	243.030493882402	2309	0.9236
"32"	775000	257.585158485785	249.277740204829	328.452431026517	185.309789375662	246.609459723959	2364	0.9456
