"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	248.024602101376	254.474998312667	103.140685591819	69.0021862089275	91.2799232645067	500	0.2
"2"	25000	248.844885789247	252.754119942757	135.19770591705	69.4918161886582	92.5654761101195	190	0.076
"3"	50000	250.075208065046	254.148706551813	152.315412410686	70.9232776187479	91.8925277694191	288	0.1152
"4"	75000	253.007863398794	254.303625578161	149.860619033369	74.185763427543	94.5264018003428	352	0.1408
"5"	1e+05	255.137467333445	254.045960585067	148.871378644417	78.5721411932044	103.613721401204	419	0.1676
"6"	125000	255.200882572009	254.121624504586	161.368793348822	81.5775754537507	107.246339850194	459	0.1836
"7"	150000	256.593737679827	253.737212889395	160.072350121418	86.5979941809592	117.052267168225	518	0.2072
"8"	175000	260.765896427332	254.186133039615	164.820537778032	90.653010865295	123.926983940634	567	0.2268
"9"	2e+05	260.833433063999	254.218795954548	164.810823631677	94.0639897854074	128.024297951037	615	0.246
"10"	225000	261.832890420863	251.715214549989	173.649934755495	99.0154963632148	133.366785011711	684	0.2736
"11"	250000	260.177888901484	250.815949133989	183.606300165087	102.732097805463	138.459891546546	740	0.296
"12"	275000	259.667221738314	249.462281334505	190.128602714828	108.146152395746	144.870472907363	823	0.3292
"13"	3e+05	258.195846235175	249.205946905633	198.491854494227	112.067925980791	149.507589097755	886	0.3544
"14"	325000	257.926323882425	249.205138903733	202.344906917232	116.013178506249	155.002448579663	949	0.3796
"15"	350000	258.129728874645	248.741736100387	215.855292182054	121.516964998237	161.593192601613	1042	0.4168
"16"	375000	260.67797709618	248.368969607663	221.598564427289	125.100608204429	166.60979243674	1104	0.4416
"17"	4e+05	260.579906741877	248.064059086253	231.917817780833	130.286910024165	173.770617974638	1188	0.4752
"18"	425000	260.995775953095	248.775984432021	234.492974379914	134.601610189639	180.436830374807	1271	0.5084
"19"	450000	260.018579459831	249.502596123011	238.931557741488	139.152823422686	186.815995533146	1358	0.5432
"20"	475000	258.487387623389	252.80468467381	256.080793879088	144.557217518348	194.651103379572	1460	0.584
"21"	5e+05	256.900616305775	253.476273225051	257.083854068595	149.193736612865	199.251991705686	1558	0.6232
"22"	525000	257.064799734352	254.972315743603	262.963873673258	154.458313713805	206.201882975681	1670	0.668
"23"	550000	257.460038653918	254.625907124141	283.291189138457	159.090982378182	212.914766218853	1773	0.7092
"24"	575000	258.416271825996	255.127711823212	300.261926500077	164.305151633462	220.781487933991	1891	0.7564
"25"	6e+05	257.909853660024	256.413539423871	299.886213420088	168.59855375895	225.525945140166	1997	0.7988
"26"	625000	258.426457133438	255.070595792853	313.455664970904	172.100992820118	229.925626127312	2081	0.8324
"27"	650000	258.35143528054	255.165942497739	313.449503916453	174.920287088031	233.154529232709	2151	0.8604
"28"	675000	258.138882545854	252.788612380247	326.475000169293	177.491209224863	236.732228820665	2220	0.888
"29"	7e+05	258.611074801009	252.103992039838	326.587390759016	180.172012335106	240.145492322385	2285	0.914
