"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	246.62877189111	256.090793914696	105.336398076842	68.7832195741893	89.6971355172727	250	0.1
"2"	25000	246.28483367532	251.108455894899	130.822751540025	69.0728323768009	90.9453107506179	194	0.0776
"3"	50000	246.567075042815	249.997897255371	130.583610547636	70.8387462881006	91.5747074162588	289	0.1156
"4"	75000	250.473556587499	247.600803809523	134.698014801186	74.8343814615036	97.6116415987022	370	0.148
"5"	1e+05	252.360442119573	248.754947390847	159.337026233221	78.4137733102735	102.724064117261	435	0.174
"6"	125000	253.878818034017	251.533891537076	169.52474941449	82.4549291870016	110.138241725266	482	0.1928
"7"	150000	253.589708943613	251.991515684618	169.798251593471	86.5726714595409	115.830630709511	535	0.214
"8"	175000	254.59637717356	252.957109937113	168.763431747355	91.1924283236674	121.22040711273	593	0.2372
"9"	2e+05	254.234875994611	253.869648665421	175.230330223885	94.9853531439237	126.86902744042	642	0.2568
"10"	225000	255.719001949543	253.199350102117	176.698971462935	99.0069805039434	132.021769463034	695	0.278
"11"	250000	253.858679676199	253.269974445913	189.467424896684	103.649272299387	139.112366828673	757	0.3028
"12"	275000	255.065521378603	254.134142446868	189.587076168634	108.111573770743	144.746066153816	822	0.3288
"13"	3e+05	255.273354809258	253.31547117978	205.553710564492	112.434969399857	152.574419023795	888	0.3552
"14"	325000	252.390496127286	251.870153869292	210.270947105155	117.779651401295	158.772504380361	974	0.3896
"15"	350000	250.457757002737	252.915119497242	215.195966647985	122.100958292987	163.687704872781	1049	0.4196
"16"	375000	251.175141013328	253.763835024052	222.375580170142	126.061113853856	168.359607352241	1122	0.4488
"17"	4e+05	249.758534261139	254.251212300251	228.800212752068	129.994295883796	173.30957310341	1195	0.478
"18"	425000	249.212326584287	254.038950746581	231.234743760081	133.51524224619	176.776465539509	1262	0.5048
"19"	450000	251.783731445725	254.081237244084	238.356899860354	137.707179238159	183.90874059963	1345	0.538
"20"	475000	252.26472414627	256.040767588464	257.262743440767	141.749684035421	188.936028524956	1429	0.5716
"21"	5e+05	250.789922234579	256.091812936521	256.730183714853	145.851245107556	195.303426741291	1513	0.6052
"22"	525000	249.953534760859	258.748953093897	256.728695361002	149.969860770895	200.611441717247	1600	0.64
"23"	550000	248.532989537972	259.503740542126	262.22427691332	153.962854895835	206.403587604881	1685	0.674
"24"	575000	246.887790729234	259.611726598066	275.952087188921	158.279221482285	212.296742730899	1782	0.7128
"25"	6e+05	245.743516026201	259.834971059024	283.680657084417	162.473002638201	217.038189720385	1880	0.752
"26"	625000	245.457442397098	259.030876094611	284.12639694713	166.753927528663	222.27980663896	1982	0.7928
"27"	650000	247.460252812056	259.452582581964	287.276218289809	170.236214362879	227.335098839202	2067	0.8268
"28"	675000	247.15649822533	259.553595275023	295.23929580874	172.783526801751	230.992965122295	2127	0.8508
"29"	7e+05	247.183658963453	258.365020808235	303.591927217101	175.665917117102	234.441334111693	2193	0.8772
"30"	725000	246.021204794227	257.516931340829	310.453985519231	178.96344634152	238.436868465726	2270	0.908
