"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	247.571824722971	248.260784401683	100.412032359048	66.3133275382418	87.7865431977562	125	0.05
"2"	25000	246.352707855949	250.581538459411	122.376953469507	69.7777344233948	91.7392239492129	275	0.11
"3"	50000	243.5104336126	247.081398600713	151.566661636455	80.5702146689724	105.082769131993	464	0.1856
"4"	75000	244.911709258577	246.538107409048	179.780737269742	92.7901028729784	122.15329081087	626	0.2504
"5"	1e+05	245.440360823871	246.879679646513	197.524306969154	103.780673670015	138.055489474758	781	0.3124
"6"	125000	245.083309187897	251.008320762298	209.698960668782	115.170253208496	153.567146967521	960	0.384
"7"	150000	243.280164235861	252.12981833179	228.159919581545	126.577664197625	170.192809708456	1143	0.4572
"8"	175000	241.411702045064	251.790838131636	252.329430713593	136.699357404154	184.329828497541	1335	0.534
"9"	2e+05	237.657681998756	247.169707476112	270.730736475183	148.485434975105	199.860842892246	1573	0.6292
"10"	225000	240.0498245502	248.544076068811	284.303436483994	159.894629893884	214.009703298442	1824	0.7296
"11"	250000	242.160618050593	248.295544359095	295.288728263595	168.992312386907	226.86564301564	2036	0.8144
"12"	275000	244.8376944523	244.954059816947	318.238319476667	175.911160795798	234.922158191081	2208	0.8832
"13"	3e+05	244.75932949483	245.077747842213	336.14071034629	180.373486248227	241.208418906272	2311	0.9244
