"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	254.220222273368	243.785913898696	106.768456678275	70.2079204020059	89.1983708807271	125	0.05
"2"	25000	255.444112588116	241.801187372939	116.870923987762	71.6457318053978	92.0500208433437	246	0.0984
"3"	50000	255.501230545869	244.023462498903	130.402475270202	75.7718460696287	96.7816897097408	372	0.1488
"4"	75000	255.952389202233	243.18464266453	139.552956787964	82.0637701949871	107.240894228709	470	0.188
"5"	1e+05	253.782702103884	242.079354217208	165.446685640803	88.2956680750921	116.489404423993	544	0.2176
"6"	125000	254.766083333688	241.561777626189	190.333392077198	96.2287605950293	129.193244292203	643	0.2572
"7"	150000	254.495454084856	241.381743819481	209.031956135471	103.456173117005	137.936115703604	745	0.298
"8"	175000	253.806444350285	244.364759548857	219.588133872857	111.251316040033	148.396248172323	856	0.3424
"9"	2e+05	253.996989520172	246.222950193974	231.162528217731	119.837541386359	159.432408650051	986	0.3944
"10"	225000	253.48964076771	248.935587278436	232.099652107919	127.391723744282	170.279928120151	1111	0.4444
"11"	250000	254.304058569451	252.433226955458	242.209633748467	136.067837338406	183.537413875965	1266	0.5064
"12"	275000	256.593688121865	254.145793013272	254.015247417611	144.086021712459	193.873165842842	1426	0.5704
"13"	3e+05	255.485103660408	254.412032887795	261.840237420159	151.565291676995	203.082664439202	1584	0.6336
"14"	325000	254.123117169657	253.51849663361	272.653777222696	159.289859553101	211.95305659082	1747	0.6988
"15"	350000	253.969968173505	254.29839060138	300.104522403835	166.27438622214	220.304754313816	1917	0.7668
"16"	375000	253.421024759534	252.492319091307	301.495272620351	172.263429440433	228.039864698599	2065	0.826
"17"	4e+05	252.406815928369	249.613902329017	300.247224138779	177.052407835816	235.283716424989	2186	0.8744
"18"	425000	251.701408847507	247.673120689562	303.167693227806	180.427426654847	240.40474780649	2271	0.9084
