"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	247.212455631405	257.81099486194	104.619062987028	64.9139099682507	85.5279334251773	125	0.05
"2"	25000	250.644825201996	257.605902640561	131.412989089777	68.5319992478867	91.5577772856106	277	0.1108
"3"	50000	248.122350741323	258.190563506331	142.732515343124	76.2696427078775	101.551890585565	357	0.1428
"4"	75000	248.930516588006	254.402197985816	149.323715685743	87.5341380641878	115.257701810401	479	0.1916
"5"	1e+05	247.614723897073	256.959622484152	163.741891271978	98.7069914966865	129.93546730346	631	0.2524
"6"	125000	247.417515171113	257.440792511718	181.5857758063	108.959422056036	142.499428996819	786	0.3144
"7"	150000	245.998860213268	258.145205224294	210.719259659057	121.64626795334	159.931104971068	990	0.396
"8"	175000	244.372531351515	262.098646846997	224.356871221149	131.956106657979	174.156271088976	1166	0.4664
"9"	2e+05	242.607912091388	262.025957043215	255.782606777186	142.287645326163	189.869885501539	1360	0.544
"10"	225000	242.837882687909	259.497002556216	262.430251201012	153.227149043898	204.345894838634	1588	0.6352
"11"	250000	244.773553897918	253.577834835912	282.593121945256	166.05359026842	221.470233487091	1879	0.7516
"12"	275000	242.765978548288	248.566420124421	300.690565639067	174.837427615131	232.119399500562	2091	0.8364
"13"	3e+05	242.633557483345	248.496001349974	320.082520758005	181.971302904881	241.19449118004	2265	0.906
