"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	248.40199557583	247.482925614668	100.191104914765	63.6393210661234	82.7793373166878	125	0.05
"2"	25000	243.379200987164	243.535591612133	134.098232255329	69.6889537858582	91.8835632230896	331	0.1324
"3"	50000	244.99133743876	239.902735009241	163.909201769387	80.4198582167927	106.864695267875	472	0.1888
"4"	75000	240.394828577232	241.569880374611	194.700656090362	91.617289731183	121.832991200381	614	0.2456
"5"	1e+05	239.985749673822	243.082606165691	195.748024507033	101.374768751111	135.684240660397	752	0.3008
"6"	125000	239.832685557745	243.709621090089	208.190584798641	111.521369892286	150.952781563129	910	0.364
"7"	150000	239.870374125808	242.680386796937	225.016409010176	124.252250476233	167.215206808996	1110	0.444
"8"	175000	236.301841706717	243.586586558062	245.025661085233	135.782246033103	183.914695474681	1319	0.5276
"9"	2e+05	240.29899512043	249.124476759656	261.513335313659	149.365344553807	199.458910738902	1582	0.6328
"10"	225000	240.92733946492	249.924104880039	290.105293120938	161.0166192399	215.966467345574	1840	0.736
"11"	250000	239.020699404838	249.851310263734	303.204624232442	171.139711444407	229.974631769494	2076	0.8304
"12"	275000	238.849435159464	249.969554841081	320.828760619605	177.950164120664	238.929411080498	2239	0.8956
