"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	249.711193754645	253.987720454353	103.254652459704	67.3483125502778	88.0217667976669	125	0.05
"2"	25000	250.582608402796	248.456577136524	129.470104931173	74.9752375575352	97.6556134079776	351	0.1404
"3"	50000	251.829927363873	248.292668316146	151.511941051647	90.4049297835893	117.725853004595	531	0.2124
"4"	75000	251.062693121416	244.605092636001	180.162542135464	102.919957558968	136.061212635237	700	0.28
"5"	1e+05	247.108603688117	244.57621765171	208.469254736465	117.386783961189	152.387099343784	927	0.3708
"6"	125000	248.703120763908	242.73208617992	238.176498586966	133.27859550289	175.69475904447	1201	0.4804
"7"	150000	249.846320755712	238.429690962004	253.938056091287	148.21897000467	195.893833447884	1493	0.5972
"8"	175000	250.165455150213	237.63402024492	283.270717805756	162.859010357099	216.806317918579	1812	0.7248
"9"	2e+05	249.845098072132	243.156049944743	307.456665108483	174.385383988822	232.95473388338	2085	0.834
"10"	225000	247.969153087543	247.132690840216	329.055851750262	182.730188111511	242.550849936441	2284	0.9136
