"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	258.754230355789	257.14644903729	107.482379953083	64.2996141908058	89.160643458014	125	0.05
"2"	25000	257.234441393499	256.09447112662	132.306685406855	67.9815062721685	93.4887016517517	309	0.1236
"3"	50000	250.099618155856	249.866363735717	151.043220510048	78.1890773642204	105.344830919363	413	0.1652
"4"	75000	250.639934755609	247.34687042071	183.426556975955	90.4477862479129	120.237617011244	560	0.224
"5"	1e+05	248.594325968003	243.711166074836	203.861002846647	101.277692392338	133.105871114378	719	0.2876
"6"	125000	250.288350186086	241.343515773455	228.117025078227	111.427949330454	147.182937285835	878	0.3512
"7"	150000	248.339733860805	238.31301610625	238.293284900608	120.838056822167	159.913493330897	1034	0.4136
"8"	175000	246.982672470695	236.771459300119	236.814648612687	131.512255225705	174.117085165949	1231	0.4924
"9"	2e+05	244.193847975945	234.254455787651	241.71359377492	142.214622448358	188.964950626511	1441	0.5764
"10"	225000	245.275946335823	233.946544307981	265.237632781782	152.97849732376	205.238794625601	1669	0.6676
"11"	250000	246.717460544394	237.983145775028	284.132560595235	162.810906206354	218.575996899156	1891	0.7564
"12"	275000	248.145795755148	241.429884449497	287.481722650987	171.034994022462	229.452910862185	2085	0.834
"13"	3e+05	248.671313878244	245.067837721616	304.101831736386	177.053616909823	236.204151651964	2238	0.8952
"14"	325000	248.890711243455	247.341939894964	310.244240780371	181.110715552347	242.283830463816	2334	0.9336
