"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	250.518257073908	250.277126129678	99.7995722187208	65.6648879049004	88.0588390863861	125	0.05
"2"	25000	250.28066230156	253.439968495012	124.665413191439	66.9596507407685	91.3908300715803	197	0.0788
"3"	50000	246.079150829562	252.272641366679	133.833687851384	71.8326814309589	96.7009759537382	288	0.1152
"4"	75000	246.882833702812	252.073699493297	160.537923126319	77.2273455470344	103.070047524661	373	0.1492
"5"	1e+05	245.415148121598	250.832930068598	170.080287853005	83.4675859858471	112.196669662363	447	0.1788
"6"	125000	246.676597472739	249.075011612667	175.486862630878	89.7419224698006	119.235670469433	528	0.2112
"7"	150000	246.299510541364	249.331625478925	191.859637502799	97.5031313278916	129.231699468888	625	0.25
"8"	175000	245.757331934813	249.329049150562	198.097602425607	104.373294526308	138.043674119399	728	0.2912
"9"	2e+05	246.906846939947	250.594109820776	194.990234261198	111.190032311332	148.202578745322	837	0.3348
"10"	225000	247.858447088832	247.842980688082	209.461483281207	117.989109129655	155.474473022234	952	0.3808
"11"	250000	247.453018689615	246.106397834374	220.13951545613	124.40542283902	164.875408048888	1062	0.4248
"12"	275000	248.373186857115	245.793087977647	233.885864266428	131.04705324071	172.790801629643	1179	0.4716
"13"	3e+05	248.988788417683	246.341404653604	255.037946933075	136.750275239443	181.673726584247	1292	0.5168
"14"	325000	248.253302630298	245.29104702658	251.896608162511	143.180696172053	190.174733985506	1416	0.5664
"15"	350000	250.051896094221	245.925566998952	261.120675266529	149.45959608987	198.477140852111	1546	0.6184
"16"	375000	247.344166260603	244.804176428543	280.998957623192	156.062804344327	208.041062692866	1689	0.6756
"17"	4e+05	250.071716932886	245.441803841741	280.435581149898	161.903923859473	215.649697240018	1823	0.7292
"18"	425000	250.23008941263	245.770708621156	280.097076042871	167.897298581148	224.115181960044	1967	0.7868
"19"	450000	248.435655105685	246.879338897358	300.791890886676	173.780397015862	233.025518027252	2110	0.844
"20"	475000	247.811063947391	247.765210868102	329.128567642373	177.968455612476	238.75955286503	2215	0.886
"21"	5e+05	249.822912757155	248.05864078823	335.439590191392	181.449811803681	241.475211071979	2295	0.918
