"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	250.613132741706	254.267229923024	99.197979647864	64.9569885617714	90.8077439335367	125	0.05
"2"	25000	249.38426817558	257.06260332144	133.45095702674	68.2451632258416	91.5287256872075	192	0.0768
"3"	50000	250.812690431137	257.246157702104	136.496939454206	71.5616573586545	95.8502527883494	295	0.118
"4"	75000	252.168356429296	257.671306260029	147.81715351948	75.3949292191038	102.183356868184	374	0.1496
"5"	1e+05	250.457759628877	257.642593828553	159.334195719378	81.4501883161794	111.336320778513	443	0.1772
"6"	125000	251.561749692038	258.119319972502	166.512925973355	88.1515372172487	122.050098117798	513	0.2052
"7"	150000	250.606632081797	255.332435740986	185.144460073128	94.7703891634987	130.217894305083	589	0.2356
"8"	175000	251.263481431973	254.712646165848	184.997995000659	99.8631798653753	134.713524848946	655	0.262
"9"	2e+05	252.093179183642	256.283624188815	201.87152347597	105.724890682598	140.765228364344	744	0.2976
"10"	225000	253.027416140447	257.313394917913	203.72811896881	111.444384606188	147.367725192654	827	0.3308
"11"	250000	251.880825559033	257.773222909746	230.664258587581	117.830162576651	157.170399947454	923	0.3692
"12"	275000	250.831844400496	254.032924159437	234.329791902534	124.202379513737	165.142275229911	1029	0.4116
"13"	3e+05	251.113011172165	255.116494132407	235.351349196149	129.943331653613	172.84712829483	1132	0.4528
"14"	325000	249.598793366806	253.929235072339	244.785359856116	136.024236120873	181.316963748414	1245	0.498
"15"	350000	250.338151610184	253.964947564758	246.431115816793	141.521901033358	187.529791278749	1352	0.5408
"16"	375000	250.565506773728	255.311369647098	254.937475973144	147.434485889246	195.180750706828	1475	0.59
"17"	4e+05	250.424934887027	256.320238429493	258.06513649951	152.955660915446	202.616775918689	1595	0.638
"18"	425000	249.640114244278	253.593659376046	267.669374046918	160.017951031902	212.552066433815	1760	0.704
"19"	450000	248.894786217918	252.016578996553	286.124660210783	165.875752794772	221.227692967689	1908	0.7632
"20"	475000	247.678057860234	250.968008362688	287.64572760044	169.555644219624	227.349791535115	2000	0.8
"21"	5e+05	247.255351880391	250.204104512075	290.441913501442	172.816517208544	231.275928557751	2085	0.834
"22"	525000	247.934076102794	249.529365822565	300.589187952081	175.449906205307	233.908439690828	2150	0.86
"23"	550000	247.581079158375	248.441768752552	306.70140899652	177.980188303191	237.456903198195	2210	0.884
"24"	575000	248.307329728487	248.867018556977	319.380549956247	180.780031729272	241.059830375903	2275	0.91
