"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	254.056505593416	248.852357608945	102.205366736465	65.9915863439802	90.2320656729848	125	0.05
"2"	25000	255.492803122545	250.342315244898	134.077891159596	68.4815845799849	92.4330425540373	211	0.0844
"3"	50000	256.332522548395	247.083073923121	145.217252161898	70.9768541675039	95.1495081167678	296	0.1184
"4"	75000	256.039436209755	248.807237430096	161.163937397151	77.1749072156781	104.591509534657	369	0.1476
"5"	1e+05	259.673445667498	247.181704486622	158.762095751076	83.3071345726413	113.018351830635	441	0.1764
"6"	125000	262.823562151732	246.654747869933	161.502604224627	88.4244774179318	118.511273432233	499	0.1996
"7"	150000	265.450342603603	246.510484440305	170.326772171915	94.6032965736769	125.232794893452	581	0.2324
"8"	175000	265.235729240587	246.153889524762	214.764186766446	101.115746993281	135.137748282292	666	0.2664
"9"	2e+05	265.742656769106	243.835118987047	217.087955851137	107.67086670609	143.170509155531	771	0.3084
"10"	225000	263.076403675133	245.40701085645	215.639370239794	113.259890696384	151.139267716093	846	0.3384
"11"	250000	261.241324763172	244.93684499159	215.916869245748	119.876464353265	161.045515993993	946	0.3784
"12"	275000	261.710626731023	240.994746898759	239.338115285692	126.429968241626	169.111387475447	1062	0.4248
"13"	3e+05	263.692100834997	237.795749784704	254.117941805424	133.097868963284	177.469144496028	1183	0.4732
"14"	325000	263.340078573802	239.135788252035	253.083016662538	139.707376524439	185.740030584503	1306	0.5224
"15"	350000	264.762315527169	238.445770006766	267.166662518161	145.648809174205	194.28149056567	1422	0.5688
"16"	375000	263.277355542595	241.640806835453	272.06154448982	152.210511435436	202.439646711681	1556	0.6224
"17"	4e+05	264.33743002127	242.504430525534	271.762176168301	157.304061054011	210.550536584676	1668	0.6672
"18"	425000	261.369488464752	244.701252713869	279.580859480193	163.643891392128	219.716877836464	1812	0.7248
"19"	450000	257.848915208015	247.084243497491	278.984836005265	168.218393048358	225.657916741742	1916	0.7664
"20"	475000	257.181933833357	246.989166972	300.294924246999	172.395586275319	230.262180337662	2018	0.8072
"21"	5e+05	255.460444324053	245.281745288752	309.795336782349	176.461474254912	235.536817458435	2119	0.8476
"22"	525000	254.673326667426	245.893420131633	319.465840448396	180.175742663436	239.552648173619	2209	0.8836
"23"	550000	253.801610959407	247.150654824263	332.000296214793	183.375436875913	242.40496578601	2283	0.9132
