"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	254.782459371006	253.681889643893	103.799886829424	70.3618740400627	91.3786757773687	125	0.05
"2"	25000	252.263626633316	253.282543583237	122.60806198365	74.1568582144013	95.6126177663874	261	0.1044
"3"	50000	255.003566693496	257.080564137473	133.74692545408	81.9984851608191	107.896338948187	393	0.1572
"4"	75000	255.38674404521	256.521246899936	174.629851426146	92.1571880970622	120.136262671462	504	0.2016
"5"	1e+05	253.879057409735	251.864153890438	191.522355614429	102.37689404708	134.855058348996	636	0.2544
"6"	125000	258.102184602989	254.021006266162	204.292604071506	111.349870618074	146.814473727762	761	0.3044
"7"	150000	259.21232814826	251.454353441495	207.306923655923	122.007504947053	159.179098814516	941	0.3764
"8"	175000	260.206050007689	252.979571408462	256.38273159958	133.407362735613	175.153314682961	1143	0.4572
"9"	2e+05	258.221323600516	255.721437919246	270.240760714948	143.712106413103	190.13914195547	1342	0.5368
"10"	225000	255.019331583006	255.984119334153	273.841320216185	154.31427936952	203.987854472994	1562	0.6248
"11"	250000	255.291102301025	256.437598750493	276.07636979619	163.018278226673	213.929412372254	1765	0.706
"12"	275000	258.581901353173	252.219864965974	287.684530104838	171.137306240448	226.595563643021	1963	0.7852
"13"	3e+05	259.605588633139	252.50125822791	297.302163522083	178.204179311665	236.257480046881	2145	0.858
"14"	325000	258.586342373279	254.100270072848	315.773752618349	183.048820493226	242.704272585577	2263	0.9052
