"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	243.159276588177	244.654255753455	101.373742727479	65.2990119115331	83.6441473216297	125	0.05
"2"	25000	246.803072680248	246.911224736801	133.020898304417	72.3308127834104	97.6274036449008	335	0.134
"3"	50000	247.092605384255	247.467045500133	176.690129940982	85.9578076314775	113.231837536746	491	0.1964
"4"	75000	251.410194306907	246.234280275382	188.496559055102	102.365911210491	135.727616332611	711	0.2844
"5"	1e+05	252.563972707716	248.323586780293	203.202646046238	116.006419571232	152.835263264362	921	0.3684
"6"	125000	249.952160304999	247.637844989759	232.654969558903	130.524599483968	173.959218985087	1164	0.4656
"7"	150000	249.667933783744	244.826180216923	261.09364959573	144.858959558528	193.388168780859	1447	0.5788
"8"	175000	244.776652976036	242.750820026527	273.148973505219	159.062964964217	212.626331700277	1761	0.7044
"9"	2e+05	244.393615753535	245.751160608709	290.969129649416	170.124594018602	226.903777650013	2022	0.8088
"10"	225000	244.859103559403	248.794232372168	306.489661648268	179.220365470103	239.686338807369	2239	0.8956
"11"	250000	244.704513869199	250.596481812838	323.940249429769	185.25320329633	245.571943265143	2368	0.9472
