"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	250.2455603163	246.177414478761	101.046606351977	66.3945063084972	87.3860843019848	125	0.05
"2"	25000	253.42110250002	246.016397989667	116.409507561033	66.6418972698039	86.7595075180799	184	0.0736
"3"	50000	253.059980836388	249.474706687351	125.487166305309	71.7153392370628	94.1878379967566	268	0.1072
"4"	75000	251.04096801429	251.829755144546	125.503532779722	73.0254303574911	97.2676095152711	349	0.1396
"5"	1e+05	250.029581141998	249.263448421798	145.139017595444	77.9369059766342	105.015262582512	423	0.1692
"6"	125000	249.336412244532	248.796510515071	147.523795653526	83.6807058994437	112.104323372594	490	0.196
"7"	150000	248.848240869214	249.749181776165	157.076437573273	89.7241548151139	121.077029606454	562	0.2248
"8"	175000	247.869087737779	249.727699390206	176.06682909194	96.2704357573448	128.396771642973	639	0.2556
"9"	2e+05	248.477909726559	252.638096803484	188.742230194508	103.161028153536	139.179376613734	738	0.2952
"10"	225000	247.782118451151	251.926392188527	196.83009558457	108.991879378459	146.467553625468	825	0.33
"11"	250000	248.131837322076	251.715425070448	199.45130798361	114.437680710424	153.929595620891	910	0.364
"12"	275000	247.121690150218	254.095770085691	215.519189124305	120.20113648945	161.69973239136	1007	0.4028
"13"	3e+05	245.786966183935	254.930566097428	224.011460814038	125.208301334647	168.14698845492	1088	0.4352
"14"	325000	244.705774276962	256.49275605372	234.740902158891	130.826122929528	174.603308669411	1190	0.476
"15"	350000	244.632872754332	258.664876642026	233.905421220516	137.081225150545	183.733182996861	1303	0.5212
"16"	375000	246.438996947296	259.505332368978	260.744154503995	144.097952716471	192.960610217698	1443	0.5772
"17"	4e+05	247.140822853483	259.970208075973	261.56428117636	150.714753563592	201.746031262153	1588	0.6352
"18"	425000	244.115534144475	258.019544514542	263.004333296599	156.607820095677	208.731200579636	1716	0.6864
"19"	450000	244.397425913874	257.00547451688	280.572760246656	162.711740438798	216.447402869169	1862	0.7448
"20"	475000	244.371362302829	257.560574041004	281.470678641996	168.082448083334	224.657001344954	1994	0.7976
"21"	5e+05	246.411399756297	255.936578176877	309.043591133673	172.738175029885	230.523403657653	2109	0.8436
"22"	525000	247.602790395506	253.251990452863	307.676607816097	177.222557443969	235.5226803486	2220	0.888
"23"	550000	249.339955045143	252.454144491284	343.293906406545	180.328946916454	239.442972605638	2292	0.9168
