"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	254.461914594421	248.266211957224	101.949093113124	68.0895096352149	91.8699095723209	125	0.05
"2"	25000	249.011271896079	252.557090554052	124.436509963896	72.7372115817225	97.0212327975931	321	0.1284
"3"	50000	245.70019322145	252.486933772707	159.382604571481	85.8843936826518	114.122767210045	477	0.1908
"4"	75000	246.018805329103	252.194749999697	173.505091737606	99.8366352257046	133.561796333059	652	0.2608
"5"	1e+05	246.375741589393	253.131266850802	204.255126208593	113.360441012204	150.341433521413	855	0.342
"6"	125000	248.503713270259	253.471824979438	222.748564419174	127.341628111697	167.88509574947	1077	0.4308
"7"	150000	248.082067778524	255.752010778229	250.029954397521	141.455637425813	188.562468269303	1346	0.5384
"8"	175000	246.657095396004	254.283020561013	273.976260164282	156.449197392453	208.544158355848	1653	0.6612
"9"	2e+05	247.123159536019	251.773265108986	294.868983552422	167.945270782201	222.512521176524	1924	0.7696
"10"	225000	248.474511096163	250.206349910354	326.564670772853	175.685401416176	233.151189114813	2115	0.846
"11"	250000	248.942892334298	247.204171756531	336.121215229797	181.42469304995	239.809913300025	2255	0.902
