"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	251.645232061046	243.630176500418	102.534074833363	65.755326434096	88.3842324988558	125	0.05
"2"	25000	252.22633639416	243.476818868239	122.136864931245	66.8916537470461	91.0051204627832	288	0.1152
"3"	50000	249.552665178422	248.906594977223	137.403105452737	74.6460939348202	97.657172236612	399	0.1596
"4"	75000	250.001536776367	251.284002056273	160.376208592048	83.6856617896779	110.33573973795	503	0.2012
"5"	1e+05	249.284370633746	249.438431871578	170.146508363488	91.6630285590114	122.782908928119	606	0.2424
"6"	125000	246.993684549264	248.183412009742	192.69796281959	99.0721987652647	130.813988395475	711	0.2844
"7"	150000	248.584056700317	247.933399759257	205.216206848522	107.47675860715	141.547423480881	824	0.3296
"8"	175000	251.454305452143	248.000873437294	223.806721130382	116.872573452531	155.140072318495	961	0.3844
"9"	2e+05	253.546122949618	250.165464771977	229.567568622653	126.401704845011	169.921062751704	1124	0.4496
"10"	225000	257.134594236107	251.6382156623	240.911961153375	137.041006963106	185.023379481892	1320	0.528
"11"	250000	258.02312012557	252.506566567158	263.682293309179	145.705041431175	195.507480895596	1498	0.5992
"12"	275000	254.245937234053	250.865942708035	270.911719977549	154.046712161729	205.105273374743	1674	0.6696
"13"	3e+05	251.094224999359	248.045346340312	288.01376369534	162.501651139378	217.163426074231	1860	0.744
"14"	325000	249.237099641664	250.062238575579	298.053245422806	169.401224228203	227.516901269267	2027	0.8108
"15"	350000	248.815521965184	248.645616356123	325.197517571609	175.409012247735	234.969800021761	2176	0.8704
"16"	375000	248.154169555174	248.88619687226	329.587787167047	181.049318887588	242.695194440513	2311	0.9244
