"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	245.592871373282	245.289967670595	103.682610250596	69.2583121531653	88.4119489797418	125	0.05
"2"	25000	255.141860458964	242.894614231579	128.654908249095	75.472010013303	96.7799476127236	341	0.1364
"3"	50000	253.246792514473	241.679508921021	156.677714129074	89.9441649192603	119.60399560321	525	0.21
"4"	75000	255.758623372523	242.637953920047	172.928206608808	103.663300885937	135.460330280588	722	0.2888
"5"	1e+05	250.478856189958	242.425806814153	212.42761598702	118.50804294621	157.586044784567	959	0.3836
"6"	125000	251.178340800818	244.058748811978	244.371053823225	134.722349905418	179.241676627127	1240	0.496
"7"	150000	249.416054232351	243.228952401833	261.52438401947	151.737465786502	201.243703532794	1582	0.6328
"8"	175000	250.322602384244	248.877788807831	291.33183987036	166.185869291183	220.273310114515	1920	0.768
"9"	2e+05	248.236947183284	247.883558651471	307.432925451487	176.843694720155	235.824423774192	2183	0.8732
"10"	225000	244.907128918718	249.70630070549	330.696684991341	184.949794941907	245.745204893958	2370	0.948
