"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	247.336821295027	260.379090360409	107.813096557328	61.760596095592	87.2503073116057	125	0.05
"2"	25000	250.66463668773	257.395520491122	136.175347698911	67.472071594507	92.6172674496793	291	0.1164
"3"	50000	250.953882726183	253.072801041204	143.885812740941	77.9384815116326	107.365357088532	419	0.1676
"4"	75000	253.812427690594	249.265205554386	171.354059347479	90.4835144550285	120.512320837883	562	0.2248
"5"	1e+05	255.664942495349	247.825608961845	187.455096318934	101.435220509588	134.587779034839	713	0.2852
"6"	125000	256.737799212758	246.656213878107	201.112975259632	112.613393657396	150.679719540644	875	0.35
"7"	150000	255.941883358517	245.382674052033	213.103910227204	124.322462299926	166.625558466208	1067	0.4268
"8"	175000	257.648353513922	244.60046361943	243.512635800575	138.128346417605	185.67785370634	1319	0.5276
"9"	2e+05	257.819226557358	242.556886219547	261.01728179796	150.152119142663	200.555457450284	1565	0.626
"10"	225000	253.613546582343	243.710111420541	286.36480796718	161.823752828268	214.731425516364	1830	0.732
"11"	250000	253.397419435358	242.171745577718	295.157112584562	171.825273329499	228.491536176768	2067	0.8268
"12"	275000	255.703531275957	246.41793477446	325.273001287124	179.724469973719	239.817587324205	2261	0.9044
