"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	246.209484455152	248.968866096916	101.375597916458	69.483969953672	91.5806941589969	125	0.05
"2"	25000	242.176219978979	242.734046797443	134.844946363749	76.0472759597327	99.1656301054148	354	0.1416
"3"	50000	243.090796134311	237.936378478976	170.389228789613	91.2305216528342	122.421864740623	541	0.2164
"4"	75000	246.236402739824	237.541514939867	201.583783879996	108.361237706716	144.347393613698	764	0.3056
"5"	1e+05	245.314086664508	236.196150385247	217.771611650513	124.006674308029	166.065259312038	1009	0.4036
"6"	125000	245.528936853437	237.035521519446	249.871983059453	137.278024390616	180.770129804802	1257	0.5028
"7"	150000	244.233898499475	241.444917890666	263.499491369555	150.49444341053	199.772583475989	1526	0.6104
"8"	175000	246.720102014826	242.315117420392	269.247172799036	163.132131275907	216.386616568282	1812	0.7248
"9"	2e+05	248.856941671215	243.08349964355	306.529673981863	174.673357534194	231.943973761056	2081	0.8324
"10"	225000	251.174533062411	243.45194550883	329.933215738085	183.07925831629	242.43626593254	2282	0.9128
