"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	252.708515047906	254.702656428128	104.037286904571	65.9962631608301	90.654438065833	125	0.05
"2"	25000	252.263966749992	252.305837379057	127.930099379934	68.5805372923367	93.3574779128326	265	0.106
"3"	50000	253.831136711797	248.886099237715	136.306341998299	76.1235628255598	102.651174128156	413	0.1652
"4"	75000	253.260693089045	251.888735889582	160.430175141028	86.0876062764286	116.825339580914	531	0.2124
"5"	1e+05	253.014043125906	247.996123362467	172.902570944539	93.8234912716059	128.017271341137	630	0.252
"6"	125000	253.89594200101	245.045120019745	184.044427018498	103.320509421965	140.790441976844	752	0.3008
"7"	150000	257.96086382275	245.593826172536	207.579347085917	114.821421923059	155.037712625133	927	0.3708
"8"	175000	262.152000724916	246.293368605389	223.403905585799	124.762797394071	168.053167678703	1096	0.4384
"9"	2e+05	263.309294807344	247.704354213426	250.622270963648	134.553989806478	180.547921603475	1279	0.5116
"10"	225000	260.187306756729	248.370252429027	260.43186829388	144.638710324222	193.498424375386	1468	0.5872
"11"	250000	258.846656119521	247.96559527195	271.314930756433	155.909369051357	208.695957311666	1704	0.6816
"12"	275000	257.373915106349	246.715134978237	293.562309795074	165.317534800762	221.744283854079	1918	0.7672
"13"	3e+05	254.325428118176	247.366503076777	297.253665868839	172.869248673679	231.901676327635	2100	0.84
"14"	325000	254.279428446772	248.609280282376	318.182458410837	178.502206441631	238.601117832644	2234	0.8936
"15"	350000	254.500313308608	248.49960399306	339.590514092181	183.654484299008	244.676980191567	2355	0.942
