"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	255.733255723558	254.758613654247	105.370998884526	65.9167270442092	88.0876327605772	125	0.05
"2"	25000	250.509766129674	254.410080851594	115.484133783769	68.0684013190086	91.3626850011742	275	0.11
"3"	50000	247.896380051275	250.285997012669	151.101250114769	77.1204448246855	101.253953296488	410	0.164
"4"	75000	246.053901765774	247.050415724911	148.321451381118	86.5021621584178	113.33426165858	517	0.2068
"5"	1e+05	245.581729033536	243.79964329725	166.56610753507	96.6279263000055	129.828838180785	648	0.2592
"6"	125000	247.137694296965	243.667897480917	192.232361014974	106.253712645366	142.197893933655	790	0.316
"7"	150000	247.027703045419	242.82576701677	215.539167685396	115.898919072216	154.141571304574	936	0.3744
"8"	175000	244.335305100981	240.467308893818	237.050079632556	126.765929497317	169.066225517242	1119	0.4476
"9"	2e+05	242.377718664675	239.558293766837	252.909055627412	138.284516277702	185.486481511217	1331	0.5324
"10"	225000	241.716178139443	235.933355271971	262.289011117339	148.840860385332	200.09964347831	1541	0.6164
"11"	250000	242.931098788556	235.460164038234	271.25899088576	157.898510653888	211.175611647119	1743	0.6972
"12"	275000	244.323867039385	236.644542737173	292.708232173712	166.188959168274	221.311581572738	1927	0.7708
"13"	3e+05	244.866426452085	239.629386032769	300.15663282915	173.913498082134	231.465820722409	2120	0.848
"14"	325000	244.873350631851	242.806112381923	315.923792021697	179.995859803258	240.182686557094	2265	0.906
