"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	247.409693905818	254.292305790966	101.774679329046	67.9618180494985	88.4978167957373	125	0.05
"2"	25000	245.425722550571	245.223193397526	133.628874300305	74.0897157063838	95.8766623189742	322	0.1288
"3"	50000	241.874905791633	245.256674173505	147.242499814747	81.0716311266352	109.785019331918	486	0.1944
"4"	75000	242.05786121002	248.707782584077	174.931935226207	93.1172312977151	125.298187699636	631	0.2524
"5"	1e+05	243.76830135272	251.767853606954	199.587735316412	106.926825653992	144.17586036707	826	0.3304
"6"	125000	244.53150463419	250.21157632486	241.08788348031	119.755078626122	159.20471869196	1035	0.414
"7"	150000	248.655997105471	247.505882852247	258.144556047674	132.456538210948	178.059674099533	1259	0.5036
"8"	175000	249.825343583664	244.648885083508	280.065267639839	144.183629427255	193.099751588488	1489	0.5956
"9"	2e+05	249.506507480323	244.36160117003	297.163162043046	156.229137640517	208.747206974616	1745	0.698
"10"	225000	248.522483843656	245.256142695004	312.850567618923	168.056819210267	226.542656469142	2019	0.8076
"11"	250000	246.339938859854	249.739658351244	324.185949457269	176.635913246694	236.307742882911	2234	0.8936
"12"	275000	247.375806098094	249.216525114377	331.867784680138	182.304581469926	243.227449115663	2364	0.9456
