"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	252.940540231373	244.665870771974	102.828131599284	69.4196427906008	91.1031522898401	125	0.05
"2"	25000	254.556010605765	249.119902427584	140.50743187547	74.8733468580905	95.8901122165217	322	0.1288
"3"	50000	252.967278616825	245.647652704866	155.706430861729	83.4410041421241	110.482473941032	461	0.1844
"4"	75000	252.721434466046	245.76195448271	175.753912599012	94.1467775065206	126.102658838575	585	0.234
"5"	1e+05	252.861432385966	247.604213276209	185.162312896615	103.873720038654	139.776476441399	711	0.2844
"6"	125000	250.776814797277	246.664477326381	214.582180642601	116.730479568261	157.287365638932	896	0.3584
"7"	150000	248.787390527378	247.308268310565	231.460113187385	129.131770045122	174.10562699101	1097	0.4388
"8"	175000	249.076667628526	248.389332795892	241.480534028239	140.027767804266	187.942581528535	1304	0.5216
"9"	2e+05	249.170016898545	249.687342811294	256.922562142381	148.958619388037	198.29980006988	1488	0.5952
"10"	225000	248.260070781562	248.000172651706	263.316180009637	158.543730458726	210.795649137328	1699	0.6796
"11"	250000	246.83653121149	245.762030913532	290.123700327653	167.467304135907	221.729481927953	1914	0.7656
"12"	275000	247.032802826732	246.391134821845	290.270277836523	173.823805134007	230.861343944498	2074	0.8296
"13"	3e+05	248.144427949074	244.473723107722	307.131241927142	178.926255647022	237.429972636206	2199	0.8796
"14"	325000	248.339363890718	247.159017308298	330.745911958937	183.801663438739	242.925076773858	2312	0.9248
