"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	258.192192580432	254.002404314656	106.488416653513	67.0302631372934	90.5604947874926	125	0.05
"2"	25000	258.070357049915	252.570570325417	136.561390963038	68.0962321572721	93.6888873465751	251	0.1004
"3"	50000	256.749792525002	248.131602220704	149.429629663692	73.8001331077624	99.5379195558044	368	0.1472
"4"	75000	253.131291211173	247.835158784262	187.028818136944	81.1595558019378	108.446055664156	486	0.1944
"5"	1e+05	250.771601463402	246.365252740339	185.611319821861	89.941492001445	120.694083544427	590	0.236
"6"	125000	250.185646780487	248.284767336103	187.547498822516	98.8803074157106	133.446382980402	705	0.282
"7"	150000	250.381681712031	247.619060445582	217.390921656287	109.980468516037	149.203352014865	870	0.348
"8"	175000	248.403225944823	244.84031309402	226.332130100692	118.434939270689	159.151562776423	1016	0.4064
"9"	2e+05	247.646362275149	244.859812275258	229.527154302041	126.481773682917	169.850963524547	1152	0.4608
"10"	225000	248.901978093212	243.801914999714	245.010559925119	136.263259975797	182.506320123678	1332	0.5328
"11"	250000	247.230946137891	244.863775116918	263.722781443794	147.001773869542	198.145354020006	1545	0.618
"12"	275000	246.062524265427	247.887459091567	273.879299939199	155.469653219139	209.214866726497	1731	0.6924
"13"	3e+05	245.872414660316	250.975191132849	305.456894267221	164.134013335645	221.513906265786	1930	0.772
"14"	325000	246.6423766741	253.504028814475	311.047755676516	172.262022707445	232.011795542735	2121	0.8484
"15"	350000	248.445343061341	254.362863853992	317.093288710392	178.584148651361	238.770597634289	2271	0.9084
