"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	250.555302119372	252.990703599552	101.070967118371	68.298214338664	90.6583801505002	125	0.05
"2"	25000	248.86606735112	251.445156444936	134.94644830737	73.3843918861966	97.7453330192141	350	0.14
"3"	50000	247.103335843958	248.080159601043	176.793360399176	89.7492142531797	120.754170168604	548	0.2192
"4"	75000	246.244682488844	244.869716311301	203.933897745928	107.135772073109	144.016119131301	790	0.316
"5"	1e+05	247.990740032836	241.631432503227	219.898294792897	123.552819056163	165.135256874264	1056	0.4224
"6"	125000	247.218217761222	243.801257307808	248.377488779154	138.387371010088	186.226176701726	1325	0.53
"7"	150000	246.097591465733	247.190783836754	256.04433872581	153.430824402217	203.245139909408	1636	0.6544
"8"	175000	247.864037962991	250.95619417317	281.573576147675	168.231246652064	224.092389582541	1972	0.7888
"9"	2e+05	248.489507712891	253.721545333306	316.668450571733	178.608626159962	239.166753201263	2226	0.8904
"10"	225000	247.67533568088	253.808435852805	331.667806139742	184.725022254905	245.765161942563	2365	0.946
