"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	253.31322827607	251.523845218792	100.187592204229	69.5295362733796	88.7950243036462	125	0.05
"2"	25000	259.325073051167	252.223671597643	123.582653382343	71.2565275711718	91.6120203842857	288	0.1152
"3"	50000	254.142495720572	257.138076089315	153.274775698358	81.9945298516658	110.23622561468	432	0.1728
"4"	75000	248.743244522855	256.917173818706	176.24647715732	97.4541018317679	129.617770061803	630	0.252
"5"	1e+05	247.516528106111	259.350642382131	215.273465235422	110.382704431111	147.040180544817	823	0.3292
"6"	125000	248.920292760023	258.382342814609	231.638303580829	121.764853379982	161.029888818189	1004	0.4016
"7"	150000	249.107979368017	260.368657469692	257.076458886465	135.046350052849	180.360378855814	1232	0.4928
"8"	175000	251.944987377337	259.651706667207	264.151581728509	147.244469353653	196.886711122299	1465	0.586
"9"	2e+05	251.89396629394	255.134728702644	293.911227111755	159.571737339573	213.424650255737	1731	0.6924
"10"	225000	253.614523797145	250.643034068384	291.08334746965	169.027450898908	226.838676230552	1951	0.7804
"11"	250000	251.285329256816	251.832761012185	300.231595508944	176.691267876427	237.123599873137	2139	0.8556
"12"	275000	250.626952063811	252.741294673697	320.841526483561	182.245446396265	242.872216171804	2273	0.9092
