time;cell.id;size;surface;cell.x;cell.y;neighbors;center.x;center.y;
0;13;99.12;100;183.35725158474315;256.49847351501273;6;250.5686527634709;249.85560560835805;
0;18;99.36;100;295.95743957812505;315.97675751929313;6;250.5686527634709;249.85560560835805;
0;20;101.49;100;242.53533564716003;161.23961229001827;5;250.5686527634709;249.85560560835805;
0;39;49.09;100;193.63544546261434;210.33434411746578;5;250.5686527634709;249.85560560835805;
0;40;140.9;100;322.12723224606964;247.2500896540989;7;250.5686527634709;249.85560560835805;
0;51;75.92;100;202.41782458990366;229.48984287503305;5;250.5686527634709;249.85560560835805;
0;74;225.57;100;307.91366188238123;222.9241580593123;7;250.5686527634709;249.85560560835805;
0;82;53.24;100;177.35559578902993;265.66447732580224;5;250.5686527634709;249.85560560835805;
0;95;79.53;100;257.0590898453237;298.814749924312;6;250.5686527634709;249.85560560835805;
0;103;93.84;100;216.78536090310251;293.74230340427965;6;250.5686527634709;249.85560560835805;
0;107;90.79;100;295.80720360026123;251.61682440301126;5;250.5686527634709;249.85560560835805;
0;115;68.64;100;321.5895266017926;213.8377875590256;5;250.5686527634709;249.85560560835805;
0;117;20.63;100;330.5535027772002;296.61725040986073;4;250.5686527634709;249.85560560835805;
0;119;104.35;100;230.25550449053435;256.07366713280055;5;250.5686527634709;249.85560560835805;
0;127;226.36;100;275.69724837046783;294.3078832261448;7;250.5686527634709;249.85560560835805;
0;129;66.96;100;223.35183454770734;270.9195174560437;6;250.5686527634709;249.85560560835805;
0;133;77.67;100;195.04044335980586;180.43465035780403;6;250.5686527634709;249.85560560835805;
0;136;21.09;100;257.35937189024827;191.5233783774216;4;250.5686527634709;249.85560560835805;
0;147;51.07;100;251.6874760448763;181.9655721342701;4;250.5686527634709;249.85560560835805;
0;170;107.9;100;275.57827715190206;220.52415108816214;7;250.5686527634709;249.85560560835805;
0;183;102.12;100;263.598062588274;216.131869472732;8;250.5686527634709;249.85560560835805;
0;189;95.46;100;337.31842367331;272.5137119006352;8;250.5686527634709;249.85560560835805;
0;196;95.58;100;288.7025825919025;214.45683266889216;6;250.5686527634709;249.85560560835805;
0;198;87.4;100;283.83764979727613;310.51774680155506;7;250.5686527634709;249.85560560835805;
0;201;77.13;100;186.92107691221892;203.28859443795432;5;250.5686527634709;249.85560560835805;
0;203;95.76;100;306.02405911191045;285.86924216251333;6;250.5686527634709;249.85560560835805;
0;205;46.94;100;289.089361721115;292.88169696664465;5;250.5686527634709;249.85560560835805;
0;212;94.44;100;275.8079152385945;308.3070851788249;8;250.5686527634709;249.85560560835805;
0;228;65.65;100;278.31173740110285;315.4532792479662;5;250.5686527634709;249.85560560835805;
0;251;103.83;100;190.04987865306876;191.34001475881036;6;250.5686527634709;249.85560560835805;
0;258;48.53;100;212.27913311648027;239.2950605054984;6;250.5686527634709;249.85560560835805;
0;264;146.82;100;177.99808694445818;280.9400092779244;7;250.5686527634709;249.85560560835805;
0;268;57.78;100;224.29978200426214;192.13236496097107;7;250.5686527634709;249.85560560835805;
0;279;127.41;100;217.56140827813007;283.9422654366306;7;250.5686527634709;249.85560560835805;
0;295;61.48;100;294.6350289026154;294.3713276525323;6;250.5686527634709;249.85560560835805;
0;303;60.92;100;210.73643015949716;231.98075261747886;6;250.5686527634709;249.85560560835805;
0;313;84.44;100;199.74827216558555;277.82537715019595;5;250.5686527634709;249.85560560835805;
0;318;71.23;100;196.49959543134153;229.3866818948115;5;250.5686527634709;249.85560560835805;
0;357;68.68;100;252.6735187243886;154.73052287539468;5;250.5686527634709;249.85560560835805;
0;379;126.04;100;248.23301524421592;261.87499475512044;8;250.5686527634709;249.85560560835805;
0;390;165.28;100;197.4572537430237;259.0303641137501;7;250.5686527634709;249.85560560835805;
0;396;150.9;100;339.64686315376116;211.36426986261625;7;250.5686527634709;249.85560560835805;
