"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"DurchschnittAnzahlZellen"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	111.995217218015	112	40.4635212921227	27.1335176556126	36.2330982430087	4	2509	0.0500039859693878
"2"	10	112.225080186752	111.845014969361	46.4481793658178	27.6192427577659	36.9508995853453	6.79252990954187	3427	0.0682995854591837
"3"	20	112.158287173666	111.920558547106	49.7768676187769	28.7386471950288	38.5210574600389	6.1044267877412	4405	0.0877909757653061
"4"	30	112.125113808003	111.996029081345	53.4971222525699	30.0546685682936	40.4961375051081	5.74788653015217	5323	0.106086575255102
"5"	40	111.954382351052	112.017322836037	56.8344852357153	31.7503142640629	42.8934402744832	5.55355709009154	6227	0.124103156887755
"6"	50	112.173349307402	112.010959843291	59.57879256838	33.5231610862231	45.2203929915769	5.41653840772352	7147	0.142438616071429
"7"	60	112.329219282898	112.108164009364	62.8213422146304	35.3983652638651	47.7617248633332	5.32947264662395	8116	0.161750637755102
"8"	70	112.655379145318	112.162589959664	66.4631258274142	37.4138361358286	50.5702590688245	5.25062683963807	9173	0.182816485969388
"9"	80	112.683574902496	112.155870914587	70.894774299129	39.3674807993468	53.1436345924907	5.19013260530421	10256	0.204400510204082
"10"	90	112.818582798885	111.942972586267	73.7802084458578	41.4711556394038	55.9489612020317	5.1158940397351	11476	0.228714923469388
"11"	100	112.773579927639	111.867900920245	76.6588295701628	43.5661973309868	58.7712434269184	5.0726757904672	12714	0.253388073979592
"12"	110	112.90754419732	111.914353015398	79.3240533223681	45.6575659079396	61.4655486489889	5.01824921585401	14028	0.279575892857143
"13"	120	112.895906098987	111.8141721616	82.5367821251141	47.7149425025116	64.2428994714371	4.97375941803066	15396	0.306839923469388
"14"	130	113.044440583225	111.762598207737	86.8399167624032	49.9002412091847	67.0836000660387	4.92629835561339	16906	0.336933992346939
"15"	140	113.203112115437	111.532754435067	90.2834309184229	51.9222058533612	69.7739768715635	4.88461747890008	18365	0.366011639030612
"16"	150	113.232682948731	111.527031940403	93.1938761243282	54.0445803279692	72.6018429238139	4.86505468044547	19934	0.397281568877551
"17"	160	113.198986981838	111.565543389251	97.7538991063625	56.2345047006893	75.5334427235971	4.8187993899903	21639	0.431261957908163
"18"	170	113.19096123176	111.628310824034	99.1215443610129	58.2765415264318	78.2345803445231	4.79210300429185	23300	0.464365433673469
"19"	180	113.034036908794	111.614254898992	102.219031747391	60.4228254923485	81.0465916480233	4.75491094553134	25097	0.500179368622449
"20"	190	112.884824550587	111.681494129401	105.362719545565	62.5333733462178	83.8556550739038	4.73176348239489	26924	0.536591198979592
"21"	200	112.826546003327	111.678740518036	108.959382409504	64.6786283560958	86.7293141944385	4.70134100280675	28859	0.575155452806122
"22"	210	112.70610672105	111.70818067048	112.827543863057	66.7565283170476	89.5096258769982	4.68913516851376	30769	0.613221460459184
"23"	220	112.587398636433	111.907206325968	115.801303104856	68.8515728058463	92.2696016109204	4.66853846858119	32767	0.653041294642857
"24"	230	112.607344310292	111.958656624506	118.193080309777	71.030484348115	95.2277405777019	4.61136246492183	34922	0.695990114795918
"25"	240	112.465929648695	111.944030969532	121.217763559554	73.043320276733	97.9736459894435	4.52849656960726	37022	0.737842793367347
"26"	250	112.424119714664	111.801618853107	123.944459415668	74.8169179265323	100.323098155475	4.45048793014895	38940	0.776068239795918
"27"	260	112.170130101601	111.790853302396	127.729421691412	76.4194672266341	102.365857577983	4.3792476920055	40728	0.811702806122449
"28"	270	112.007022956215	111.679505890205	130.954740224367	77.7722190301641	104.135603150376	4.32910012794389	42206	0.841159119897959
"29"	280	111.871513708044	111.63500553016	134.185948336321	78.9824725503276	105.649187059676	4.28451325400836	43534	0.867625956632653
"30"	290	111.838122350328	111.559620063899	137.478957241145	80.1131732895659	107.012643618432	4.23615889896778	44758	0.892020089285714
"31"	300	111.793580729894	111.626079336673	141.214665067487	81.1193694858837	108.197606278179	4.20249241581003	45819	0.913165656887755
"32"	310	111.663262355132	111.551827770459	144.297319781892	81.9948052159397	109.200493893097	4.16919618966071	46715	0.931022799744898
"33"	320	111.617598503516	111.412972077824	147.885500733755	82.7825965954161	110.082353778136	4.14360313315927	47492	0.946508290816326
"34"	330	111.593051457011	111.43227129725	151.776055745788	83.5404070599235	110.86351738891	4.11152585956617	48222	0.961057079081633
"35"	340	111.651508703891	111.380750391492	154.44101970259	84.1497407241971	111.531163759185	4.08597832100486	48803	0.972636320153061
"36"	350	111.580471752917	111.460423167778	156.185714150536	84.5796350271132	111.937705339911	4.06981093718235	49190	0.980349170918367
"37"	360	111.563384356981	111.472692976197	157.306014541491	84.912283929782	112.270400721295	4.05233380480905	49490	0.986328125
"38"	370	111.560899310589	111.428127365597	157.590928452967	85.2224435483746	112.608585313102	4.03312096790401	49757	0.991649394132653
"39"	380	111.565946130577	111.467175511349	157.754655317766	85.4043332878395	112.834664293671	4.02059418634934	49917	0.994838169642857
"40"	390	111.560133162714	111.504888631183	157.73079439328	85.5152115332843	112.958753403724	4.01287639460951	50014	0.996771364795918
"41"	400	111.511892399249	111.51179254703	157.701559990742	85.5838888873924	113.034021425891	4.0079881774973	50074	0.997967155612245
"42"	410	111.49229925187	111.509935162095	157.697282684227	85.6432323545033	113.135919440886	4.00406982543641	50125	0.998983577806122
"43"	420	111.487196362331	111.50023932033	157.694035218915	85.6629798129075	113.148236829933	4.0027122970763	50142	0.999322385204082
"44"	430	111.491726145381	111.499621197017	157.690930656285	85.6803222279204	113.162667142635	4.00143546393397	50158	0.999641262755102
"45"	440	111.487819464934	111.49918264822	157.694003303234	85.6853581037499	113.171410703174	4.00111638291934	50162	0.999720982142857
"46"	450	111.496013553917	111.503886784931	157.690379419656	85.6943125635403	113.186751929465	4.00047837353	50170	0.999880420918367
"47"	460	111.500079725743	111.50404608148	157.687729615807	85.696788679968	113.188314904424	4.00031890297377	50172	0.999920280612245
"48"	470	111.504185434687	111.504065850839	157.690646744572	85.6988441883346	113.186887708676	4.00015944513094	50174	0.999960140306122
"49"	480	111.502092675635	111.502052815147	157.687743509246	85.7000423770604	113.18948295642	4.00007972097658	50175	0.999980070153061
"50"	490	111.502072745391	111.502132536124	157.687785787682	85.6999998669663	113.189445540821	4.00007972097658	50175	0.999980070153061
"51"	500	111.502092675635	111.502132536124	157.687799880489	85.6999860085609	113.189428373519	4.00007972097658	50175	0.999980070153061
"52"	510	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"53"	520	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"54"	530	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"55"	540	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"56"	550	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"57"	560	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"58"	570	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"59"	580	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"60"	590	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"61"	600	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"62"	610	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"63"	620	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"64"	630	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"65"	640	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"66"	650	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"67"	660	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"68"	670	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"69"	680	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"70"	690	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
"71"	700	111.5	111.5	157.6848122046	85.7012657947444	113.192314226718	4	50176	1
