"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"DurchschnittAnzahlZellen"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	111.995217218015	112	40.4635212921227	27.1335176556126	36.2330982430087	4	2509	0.0500039859693878
"2"	10	112.1562115159	111.834758104353	45.168745849002	27.4300261333034	36.6786101821819	5.61778326644026	3239	0.0645527742346939
"3"	20	112.110898673674	111.926379254254	48.3318705750893	27.9908427178803	37.3930341007621	5.26376376376376	3996	0.0796396683673469
"4"	30	111.986195836855	111.960510185968	50.9661517890139	28.7565143966946	38.3390747116664	5.02155536770921	4732	0.0943080357142857
"5"	40	111.978274547152	111.987393389356	53.3503924094643	29.5832004780492	39.4242864651247	4.90494864612512	5355	0.106724330357143
"6"	50	111.727144427711	111.93934210174	55.8506500184496	30.6164401438112	40.9135077201279	4.83534136546185	5976	0.119100765306122
"7"	60	111.727305691795	112.170641583409	58.2884231610668	31.8468781320428	42.651208779414	4.77414471692401	6606	0.131656568877551
"8"	70	111.585726569182	112.162984701338	60.321555267547	33.1606757342772	44.3913107843031	4.7587253414264	7249	0.144471460459184
"9"	80	111.807864341673	112.077608946171	62.5258268950183	34.4841507569599	46.2147585017379	4.70861763962598	7914	0.157724808673469
"10"	90	111.827351926414	112.050902209881	65.5221297119013	35.9197368877612	48.1814210359616	4.67245169501331	8643	0.172253667091837
"11"	100	111.792690910062	112.085302990814	68.3582953439024	37.3249971998299	50.1289617234064	4.64879299295022	9362	0.186583227040816
"12"	110	111.682448610974	111.671912654474	70.0832100162519	38.6877184406703	51.9145419111253	4.62006920415225	10115	0.201590401785714
"13"	120	111.633718896336	111.485249664861	72.8215532152761	40.0646801476265	53.6938644536804	4.58947755027087	10891	0.217055963010204
"14"	130	111.834881324786	111.432015547009	75.5181280333413	41.4575725177045	55.5044583770477	4.58376068376068	11700	0.233179209183673
"15"	140	111.798529230034	111.586710956286	77.6249572365685	42.9326745818404	57.5216055802387	4.57154232024843	12559	0.250298947704082
"16"	150	111.730013738588	111.617711074	78.6276170026774	44.4362317656462	59.5277403055372	4.55266087731018	13473	0.268514827806122
"17"	160	111.91061971704	111.865751341979	82.7942127942512	45.9480036916207	61.5620367783366	4.53471114501699	14419	0.287368463010204
"18"	170	111.658222287467	111.722497403275	83.2080455566834	47.3223197998299	63.404392133925	4.51738761662426	15327	0.305464764030612
"19"	180	111.594714864285	111.728062778016	86.0523449951692	48.7611082865363	65.2874210400205	4.49028858525826	16321	0.325275031887755
"20"	190	111.602283880856	111.821904569115	87.8334137313271	50.1355475353291	67.1276430543616	4.47484094852516	17290	0.344587053571429
"21"	200	111.554972182136	111.78032582814	90.1166443069338	51.5366450582537	68.9955183251961	4.45949491636602	18294	0.364596619897959
"22"	210	111.681775101068	111.771284570333	93.8203659251693	52.8915164793763	70.8082686581328	4.45102104281124	19294	0.384526466836735
"23"	220	111.795673407025	111.806922367969	94.8225012539784	54.304129006986	72.6676771324737	4.44303610906411	20355	0.405672034438776
"24"	230	111.780352513837	111.656633477513	98.3586361090794	55.7649149047114	74.5935244450465	4.42537556392726	21501	0.428511639030612
"25"	240	112.029868634377	111.667700834474	102.334539843292	57.2278644097825	76.5901395522625	4.42262351538699	22649	0.451391103316327
"26"	250	112.043731362135	111.713354648488	103.005944645387	58.7767058370011	78.623163261301	4.41060599723976	23911	0.476542570153061
"27"	260	111.96626442977	111.621092979037	105.336192930557	60.2405071034776	80.5593665327757	4.3995385655754	25139	0.501016422193878
"28"	270	112.031317421875	111.549885872269	107.261418865728	61.6393003598459	82.4736141488247	4.38888046116505	26368	0.525510204081633
"29"	280	112.109481999276	111.583006359689	109.052945106839	63.0598435183664	84.382022821062	4.37278813099331	27635	0.550761320153061
"30"	290	112.14819327566	111.556657427822	109.724888023015	64.5131228752526	86.2987088340392	4.36427683381683	28956	0.577088647959184
"31"	300	112.175508226041	111.499917361216	111.171146469481	65.8644212361249	88.0831312874713	4.35657990595404	30198	0.601841517857143
"32"	310	112.179214032936	111.396463280448	113.974052775601	67.3055331104552	89.9907866766711	4.34026500982692	31546	0.628706951530612
"33"	320	112.18475145723	111.208901394861	115.723856817345	68.6962613153819	91.9084065450734	4.32896457351376	32885	0.655393016581633
"34"	330	112.287511537558	111.172079676373	117.405737109945	70.0720231556502	93.7380226875677	4.31098130841121	34240	0.682397959183674
"35"	340	112.26342447532	111.003042937023	119.236994356445	71.4335824708055	95.5808195247807	4.28431042228212	35616	0.709821428571429
"36"	350	112.281807190461	110.970793641344	121.887110565461	72.7168930110666	97.3251235670537	4.25511998484971	36963	0.736666932397959
