"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	24.744	24.912	10.0352020408161	6.7275648912417	8.95060221437642	125	0.05
"2"	25000	24.7754491017964	25.3263473053892	12.7646139300565	7.29479575099189	9.6253801812547	334	0.1336
"3"	50000	25.4556701030928	25.880412371134	15.1164987474605	8.41903145545754	11.1739423656211	485	0.194
"4"	75000	25.452566096423	25.8040435458787	17.4641328619821	9.69181246031189	12.8861739624	643	0.2572
"5"	1e+05	25.5550295857988	25.6674556213018	20.5419977896677	11.0804131208095	14.7121394083858	845	0.338
"6"	125000	25.722641509434	25.7141509433962	21.9241005422175	12.3862069515624	16.5020912242643	1060	0.424
"7"	150000	25.9940520446097	25.6617100371747	24.3134116234395	13.9657240129929	18.5880996730386	1345	0.538
"8"	175000	25.7532874139011	25.8847839699436	25.7673761461176	15.1599211424599	20.1948461857514	1597	0.6388
"9"	2e+05	25.0064970221982	25.8327016783974	27.6746780206009	16.2501531039286	21.7483238486334	1847	0.7388
"10"	225000	24.5311756306521	25.5992384578772	30.6155416634764	17.3688361989056	23.2001743131189	2101	0.8404
"11"	250000	24.395670995671	25.182683982684	32.8841646382069	18.2251889599363	24.2608366997639	2310	0.924
