"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	25.168	25.584	10.2075109600725	6.63414200379434	8.85354618218033	125	0.05
"2"	25000	25.2664359861592	25.4221453287197	12.1895379301961	6.95670115100979	9.17873601392264	289	0.1156
"3"	50000	25.3325635103926	24.9307159353349	14.1221140580127	7.97399538457399	10.5772171898556	433	0.1732
"4"	75000	25.5401709401709	24.6547008547009	16.0022137594827	9.22355978891296	12.3690711909688	585	0.234
"5"	1e+05	25.4402102496715	24.6898817345598	18.3303263774594	10.5023126774062	14.069503573588	761	0.3044
"6"	125000	25.7368983957219	25.0374331550802	21.4263078125005	11.6421227391994	15.5028730528613	935	0.374
"7"	150000	25.6567425569177	25.2898423817863	23.0751170890704	12.8586105069418	17.2429963636109	1142	0.4568
"8"	175000	25.659543109801	24.9661016949153	24.3164298833859	14.0020237825359	18.7127542207747	1357	0.5428
"9"	2e+05	25.9347826086957	24.9987922705314	27.6327171428925	15.3998799713207	20.5668323504372	1656	0.6624
"10"	225000	25.7489626556017	24.6934647302905	29.0612161914195	16.598167180029	22.2017188460588	1928	0.7712
"11"	250000	25.4408752327747	24.828677839851	30.7929996050123	17.5456622135819	23.4245147991499	2148	0.8592
"12"	275000	24.8815903197926	24.4299913569577	32.2112616706503	18.2339380462405	24.2830318886743	2314	0.9256
