"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	25.288	24.904	10.1719300036915	6.64350508611659	8.89292752697333	125	0.05
"2"	25000	25.3526170798898	24.862258953168	12.1540867117899	7.32161630248435	9.78079611064647	363	0.1452
"3"	50000	25.6884057971014	24.8061594202899	15.7300791401475	8.93371898982167	11.8925088424141	552	0.2208
"4"	75000	25.8511198945982	24.9301712779974	17.9109760319356	10.4676458208735	13.9561483550915	759	0.3036
"5"	1e+05	25.9373134328358	24.6985074626866	21.5803785370767	12.0473196145684	16.0954028074747	1005	0.402
"6"	125000	26.2621060722521	24.5165257494235	23.3093602393723	13.6925763193523	18.2694093238945	1301	0.5204
"7"	150000	25.9993946731235	24.863196125908	26.6523093217024	15.3839148996893	20.5290634097113	1652	0.6608
"8"	175000	25.8756976154236	24.9705733130391	28.1282772335578	16.7772722721131	22.3830084413574	1971	0.7884
"9"	2e+05	25.6054794520548	25.2694063926941	29.8464549765797	17.6822767752075	23.6200114012661	2190	0.876
"10"	225000	25.4168448054724	25.1201368106028	33.5620779284224	18.3479714415647	24.4171403548366	2339	0.9356
