"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	25.232	25.704	10.5866633081439	6.37874442664705	8.60589565356216	125	0.05
"2"	25000	25.5387096774194	25.3967741935484	12.2620273730149	6.94818339151717	9.50971790598464	310	0.124
"3"	50000	25.3589743589744	25.7564102564103	15.1888452183306	8.33124686046605	11.2196482229119	468	0.1872
"4"	75000	25.2569750367107	25.5697503671072	17.9361337921384	9.96353376025777	13.3029223917651	681	0.2724
"5"	1e+05	25.108843537415	25.3446712018141	20.1556086235369	11.3458471404245	15.1804426120176	882	0.3528
"6"	125000	24.6971027216857	25.4363476733977	23.8707075692127	12.907966799622	17.2974383492394	1139	0.4556
"7"	150000	24.6896551724138	25.5006631299735	28.1564552016791	14.7899230324639	19.695985837686	1508	0.6032
"8"	175000	24.6824288017195	25.5835572272972	29.8616407134182	16.3846341245162	21.7828473420547	1861	0.7444
"9"	2e+05	25.05472404116	25.0430308699719	30.594333878346	17.5218780417345	23.3432751482276	2138	0.8552
"10"	225000	24.94176013805	24.7855910267472	33.1796845728299	18.2711463629045	24.272027733637	2318	0.9272
