"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	25.28	25.056	9.77023725402818	6.4159666117743	8.69813405277247	125	0.05
"2"	25000	25.529702970297	25.2178217821782	11.3290702860266	6.41213131414054	8.79813841027321	202	0.0808
"3"	50000	25.2434210526316	25.1019736842105	13.0170907825495	6.84905830835279	9.17361317894564	304	0.1216
"4"	75000	24.8753117206983	24.925187032419	14.4174906594453	7.71877785042673	10.2918119650367	401	0.1604
"5"	1e+05	24.7752577319588	25.379381443299	14.820875712735	8.42108270329044	11.257007264919	485	0.194
"6"	125000	24.4683760683761	25.3111111111111	16.0814676619493	9.22797132264253	12.2778347477861	585	0.234
"7"	150000	24.4020319303338	25.3860667634253	17.3644472962395	10.02279276511	13.41608638466	689	0.2756
"8"	175000	24.2763819095477	25.3542713567839	18.2410130878399	10.7242994694661	14.3378434379318	796	0.3184
"9"	2e+05	24.2116228070175	25.4287280701754	19.4649503910232	11.4641693979315	15.3120493445032	912	0.3648
"10"	225000	24.3399621212121	25.3522727272727	22.0098783748528	12.3576653599823	16.5188451798488	1056	0.4224
"11"	250000	24.3347245409015	25.5959933222037	23.7329987259302	13.1539907391032	17.5280305864024	1198	0.4792
"12"	275000	24.4507772020725	25.5433012583272	24.3674879322238	13.9508138641728	18.5847391378747	1351	0.5404
"13"	3e+05	24.3635765943458	25.6883629191321	24.828733193634	14.8005859842954	19.7897690685115	1521	0.6084
"14"	325000	24.4348341232227	25.582345971564	26.3792250758469	15.5547354830425	20.7765363684491	1688	0.6752
"15"	350000	24.4154013015184	25.4137744034707	27.2185848215729	16.2425181343267	21.7136000454618	1844	0.7376
"16"	375000	24.5065	25.3195	29.1147148792496	16.8901109375204	22.5932649809628	2000	0.8
"17"	4e+05	24.4908493664946	25.1867667761614	29.557409096193	17.4378146489301	23.3061335672735	2131	0.8524
"18"	425000	24.4936936936937	25.0441441441441	30.8930253536618	17.8012702118495	23.7462696398465	2220	0.888
"19"	450000	24.7104464672735	25.0216731686173	31.4106055368244	18.1760798456543	24.2604573318719	2307	0.9228
