"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	25.264	25.592	10.5073383880029	6.74648799316665	8.73820118788758	125	0.05
"2"	25000	25.3723076923077	25.4461538461538	12.7548170735562	7.1614000552072	9.63802430096726	325	0.13
"3"	50000	25.3665338645418	25.6215139442231	14.9407431521858	8.5293396574559	11.3728335865867	502	0.2008
"4"	75000	25.4861717612809	25.6899563318777	17.9460383398525	9.95912220418238	13.3189198296554	687	0.2748
"5"	1e+05	25.5127919911012	25.4738598442714	19.5286863355068	11.3734924165505	15.1450260707835	899	0.3596
"6"	125000	25.6344647519582	25.6283724978242	21.6900431518711	12.820334786898	17.0848547730903	1149	0.4596
"7"	150000	25.8482014388489	25.5287769784173	23.3281976622596	14.1003201268753	18.8556172683986	1390	0.556
"8"	175000	25.9182577565632	25.7589498806683	26.216268052148	15.4700704373006	20.6399493148146	1676	0.6704
"9"	2e+05	25.662093495935	25.2555894308943	27.9065228747294	16.7532202901142	22.3784120951618	1968	0.7872
"10"	225000	25.1487985212569	25.2042513863216	29.9268531564973	17.5739234106189	23.4565925474179	2164	0.8656
"11"	250000	24.8993115318417	24.9582616179002	31.8557123125241	18.2627795149422	24.2730594599064	2324	0.9296
