"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	24.912	25.848	10.0669184957464	6.32803683580188	8.62083801030967	125	0.05
"2"	25000	25.3399209486166	25.6284584980237	11.8984766857681	6.75404303884239	9.09505318846759	253	0.1012
"3"	50000	24.997375328084	25.6981627296588	13.2781384386404	7.53611175963903	10.0817802856952	381	0.1524
"4"	75000	24.8867521367521	25.7692307692308	15.4030553366673	8.23993726696829	10.976949938109	468	0.1872
"5"	1e+05	24.8086206896552	25.9758620689655	15.9689127431201	9.16644818531579	12.1897060185254	580	0.232
"6"	125000	24.664265129683	26.1195965417867	17.3200152718447	10.0051808660224	13.3559209170102	694	0.2776
"7"	150000	24.8476977567887	26.0767414403778	18.6836471813942	11.0319527479291	14.7611697120121	847	0.3388
"8"	175000	24.7310756972112	26.3237051792829	20.4972501737739	11.9939241201179	15.9806847352231	1004	0.4016
"9"	2e+05	24.7592433361995	26.1539122957868	22.3031941573158	12.889043427825	17.2414436557725	1163	0.4652
"10"	225000	24.909984871407	26.124810892587	23.5990734451947	13.7452881564351	18.3409321582594	1322	0.5288
"11"	250000	25.093271152565	25.8607594936709	23.9934778949848	14.6428599179794	19.5338950915195	1501	0.6004
"12"	275000	25.0005903187721	25.9551357733176	25.7708250777854	15.5598016729608	20.783294795224	1694	0.6776
"13"	3e+05	24.6079155672823	26.0416886543536	27.4256838210815	16.4491181979538	21.9834263805396	1895	0.758
"14"	325000	24.4835271317829	25.9249031007752	28.7524198517928	17.1571290325002	22.9499603124171	2064	0.8256
"15"	350000	24.4432334241599	25.5953678474114	30.416389194633	17.7461589382547	23.6331822623716	2202	0.8808
"16"	375000	24.4008620689655	25.2271551724138	32.108816281111	18.2460735181377	24.3116840125455	2320	0.928
