"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	24.952	24.92	9.94146387610999	6.50640584457133	8.51684824333509	125	0.05
"2"	25000	24.9078498293515	24.4982935153584	12.575402463769	6.9383895319356	9.35373096480462	293	0.1172
"3"	50000	24.9618644067797	24.9237288135593	14.0793327469878	8.28472660072804	11.1122386533289	472	0.1888
"4"	75000	24.9323308270677	24.6421052631579	17.0548969467683	9.82090177690504	13.1436953673615	665	0.266
"5"	1e+05	24.9551422319475	24.480306345733	21.2607211634972	11.5143982073845	15.3419339834517	914	0.3656
"6"	125000	24.8359832635983	24.3004184100418	23.3353754384448	13.1713590836751	17.5873670306486	1195	0.478
"7"	150000	25.0723461798513	24.0933062880325	25.3894695461128	14.5908974975048	19.374212755216	1479	0.5916
"8"	175000	24.9889624724062	23.9045253863135	27.3730940737703	16.1152697617694	21.5252910677456	1812	0.7248
"9"	2e+05	24.6540850453894	23.9713330148113	29.7706487214643	17.2932630846857	23.1155013673105	2093	0.8372
"10"	225000	24.409445407279	24.1438474870017	31.6479954605425	18.1956789358423	24.2745050592858	2308	0.9232
