"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	25.96	25.112	10.4348523707813	6.21177177782571	8.43505447522421	125	0.05
"2"	25000	26.4911504424779	24.9734513274336	12.6460804013878	6.45469099542301	8.75999479511262	226	0.0904
"3"	50000	26.3235294117647	25.1529411764706	13.4963547558406	7.14436656404652	9.58054726062915	340	0.136
"4"	75000	26.2141119221411	25.1678832116788	14.3784802866865	7.78235428841595	10.2806630892247	411	0.1644
"5"	1e+05	25.881390593047	25.1390593047035	15.4383353745692	8.48921597078595	11.3296338884207	489	0.1956
"6"	125000	25.8095238095238	25.3469387755102	16.9922005339393	9.28461962985463	12.402278485773	588	0.2352
"7"	150000	25.8651362984218	25.5150645624103	17.6170643018027	10.0634646792228	13.4167599724229	697	0.2788
"8"	175000	25.8125770653514	25.4562268803946	18.9570639610137	10.813270625278	14.4536033177832	811	0.3244
"9"	2e+05	25.5782608695652	25.4326086956522	20.4410024068069	11.5112535851623	15.427805679705	920	0.368
"10"	225000	25.575	25.3134615384615	21.2461317398091	12.2630834650729	16.4485806747275	1040	0.416
"11"	250000	25.5181128896377	25.1710193765796	23.1742121363089	13.0717835521653	17.4822658092976	1187	0.4748
"12"	275000	25.3651515151515	25.0068181818182	23.8997918146432	13.7611074642899	18.3289815302106	1320	0.528
"13"	3e+05	25.4769124741558	25.0427291523088	26.5836608051891	14.4268008271362	19.2031411225564	1451	0.5804
"14"	325000	25.4651600753296	25.0690521029504	27.3527017793668	15.1190820036869	20.158883641506	1593	0.6372
"15"	350000	25.6483075157774	24.9850831899025	27.2834716066104	15.8183843462349	21.0583427910941	1743	0.6972
"16"	375000	25.9436325678497	24.9498956158664	28.1048857343652	16.5649215995078	22.0768124053964	1916	0.7664
"17"	4e+05	25.7539874335428	24.6587723537941	29.0918706713126	17.2100353097771	22.9544501057864	2069	0.8276
"18"	425000	25.4205522861023	24.3716613852422	31.1607917435903	17.7898307491594	23.7098313149383	2209	0.8836
"19"	450000	25.2170910660337	24.338800172637	31.9526391737689	18.2452760366916	24.3044738084321	2317	0.9268
