"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	24.64	25.696	10.3567377103024	6.475774145903	8.46439696611637	125	0.05
"2"	25000	24.84765625	25.828125	11.8637288461002	6.90596660525019	9.03238615393458	256	0.1024
"3"	50000	24.7751937984496	25.7312661498708	14.3884380137428	7.60552440877992	10.1495925326428	387	0.1548
"4"	75000	25.0077972709552	25.812865497076	16.2249054158459	8.68317083780588	11.5263065588093	513	0.2052
"5"	1e+05	24.887323943662	26.0359937402191	17.9140680736812	9.65455334202015	12.9237525941333	639	0.2556
"6"	125000	24.9961636828644	25.9462915601023	21.4925868164037	10.6663645787228	14.1735799057449	782	0.3128
"7"	150000	25.1679144385027	25.7935828877005	22.2034395627479	11.6553397633866	15.4678967549204	935	0.374
"8"	175000	25.1843778383288	25.7284287011807	23.3004431847614	12.6471560714994	16.7747709800948	1101	0.4404
"9"	2e+05	25.3261037955074	25.8884585592564	25.8914547609845	13.6892539626393	18.1458364388675	1291	0.5164
"10"	225000	25.376430976431	25.786531986532	25.9865426747369	14.6506954865743	19.5263284967509	1485	0.594
"11"	250000	25.1400966183575	25.6123188405797	27.6038814584096	15.4705292474919	20.6376811947588	1656	0.6624
"12"	275000	24.8239325250395	25.5440168687401	29.5345747901754	16.5233352625483	22.0358794971054	1897	0.7588
"13"	3e+05	24.8118717089517	25.4624222115845	30.3841342214354	17.2993113435151	23.1196508364386	2089	0.8356
"14"	325000	24.7058823529412	25.4402852049911	31.0695637144638	17.9157569335413	23.8808793605427	2244	0.8976
"15"	350000	24.5249679897567	25.247119078105	31.3330367893107	18.3477987997205	24.4718587462546	2343	0.9372
