"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	25.264	25.024	10.1045668882936	6.67851063439368	8.73923749534248	125	0.05
"2"	25000	25.2848297213622	25.0433436532508	11.9600484515921	7.08643819006067	9.34326650232509	323	0.1292
"3"	50000	25.2051835853132	25.0388768898488	14.3733158258127	8.17006402233159	10.9715115312322	463	0.1852
"4"	75000	25.2540192926045	25.2813504823151	16.286096262866	9.45375770023793	12.664821482655	622	0.2488
"5"	1e+05	25.2577447335812	25.3407682775713	19.4018459430709	10.8207677499005	14.4462136286419	807	0.3228
"6"	125000	25.4642857142857	25.3055555555556	22.0122485028717	12.0697256837494	16.0991285880645	1008	0.4032
"7"	150000	26.0376301040833	24.8366693354684	23.2060786891467	13.4335618708068	17.9353006795185	1249	0.4996
"8"	175000	26.0664875755541	24.747481531229	26.1369864609278	14.6477045718087	19.5354635971223	1489	0.5956
"9"	2e+05	25.7820366132723	24.8609839816934	26.7616484287929	15.816006186436	21.1582901202804	1748	0.6992
"10"	225000	25.3483870967742	24.4441687344913	28.6731049465364	16.9641657094935	22.6584314442395	2015	0.806
"11"	250000	24.8396567299006	24.0645889792231	30.7607411641363	17.7849021833334	23.7682859580266	2214	0.8856
"12"	275000	24.616170212766	24.1408510638298	32.9213688359077	18.3843461695421	24.4548810440971	2350	0.94
