"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	25.184	25.256	10.2107488461914	6.85078090667426	8.90546977986001	125	0.05
"2"	25000	24.8452380952381	24.6339285714286	12.6348764297529	7.41452655168651	9.84962447990403	336	0.1344
"3"	50000	25.1532710280374	24.7738317757009	16.7588132528473	8.8276756000485	11.8042392653854	535	0.214
"4"	75000	25.0673076923077	24.5714285714286	18.4225812658848	10.2920047202947	13.7938617282199	728	0.2912
"5"	1e+05	25.10183299389	24.2688391038697	22.643458855568	11.9255576757502	15.9004398875608	982	0.3928
"6"	125000	25.1393507521774	24.3436262866192	23.7294338931749	13.5119698617881	18.0878838889295	1263	0.5052
"7"	150000	24.8403519798869	24.2639849151477	25.0993678789023	15.1111559345567	20.1992342963928	1591	0.6364
"8"	175000	24.7541407867495	24.0952380952381	27.673565831421	16.597366514024	22.1764324166148	1932	0.7728
"9"	2e+05	24.5838709677419	23.76866359447	29.5658906051768	17.5882915283114	23.5061507333788	2170	0.868
"10"	225000	24.4600340136054	23.9455782312925	32.8852669671203	18.3831031237608	24.4783043150098	2352	0.9408
