"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	1	25.288	25.136	10.199874509032	6.67071080794954	8.77527435468544	125	0.05
"2"	25000	25.2705479452055	25.1027397260274	11.4850193491425	6.78983966336198	9.15925601891558	292	0.1168
"3"	50000	24.9645390070922	25.1087470449173	14.0791862439933	7.82449799544253	10.3797327385299	423	0.1692
"4"	75000	24.9982174688057	24.9572192513369	16.0357237399943	9.01922195313645	12.0670311829181	561	0.2244
"5"	1e+05	25.358938547486	25.3379888268156	17.9540864033601	10.1753669649075	13.5186628966137	716	0.2864
"6"	125000	25.3423728813559	25.561581920904	19.8465538768928	11.3055517827096	15.0139236769819	885	0.354
"7"	150000	25.4525139664804	25.8296089385475	21.5792485875076	12.4468512555658	16.5888248307785	1074	0.4296
"8"	175000	25.4587955625991	26.0586370839937	22.3770098969779	13.4668137491823	18.0005718736185	1262	0.5048
"9"	2e+05	25.2433155080214	26.1076203208556	24.6411937947156	14.6384884199137	19.5200755996186	1496	0.5984
"10"	225000	25.1321184510251	26.2653758542141	25.8817434691899	15.8192617873232	21.1448836096046	1756	0.7024
"11"	250000	24.5855991943605	25.9597180261833	27.7499469204735	16.8189704281758	22.4810569740205	1986	0.7944
"12"	275000	24.1851345189238	25.4131326949384	29.9034886477194	17.7020310853586	23.6345047406295	2193	0.8772
"13"	3e+05	24.3505993150685	24.958904109589	30.9114059808162	18.3084473622535	24.3885770586091	2336	0.9344
