"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"DurchschnittAnzahlZellen"	"AnzahlZellenSystem"	"Abdeckung"
"1"	0	111.995217218015	112	40.4635212921227	27.1335176556126	36.2330982430087	4	2509	0.0500039859693878
"2"	10	111.82244736377	111.956450751105	46.071426654323	27.5301260272319	36.8903289485106	5.83917525773196	3395	0.0676618303571429
"3"	20	112.06542941452	112.081415831382	48.1241430619065	28.3717901740798	37.9362009105085	5.38969555035129	4270	0.0851004464285714
"4"	30	112.370440607625	112.077743625894	51.2978856437426	29.4095653759851	39.3488235942323	5.16759332803813	5036	0.100366709183673
"5"	40	112.510765207651	111.968424383939	54.4466055691632	30.634621677473	41.079441630565	5.01361364811305	5803	0.115652901785714
"6"	50	112.491850658298	111.996392131047	56.4381949789283	31.9957624748877	43.0220745485138	4.93723208818126	6532	0.130181760204082
"7"	60	112.306644704416	112.063591291707	59.5032044719494	33.285039958073	44.7620272604248	4.8891042503115	7223	0.143953284438776
"8"	70	112.588564509264	111.80165512018	62.387865957387	34.8677728050878	47.009672516566	4.86254381572359	7988	0.159199617346939
"9"	80	112.689342472266	112.010412225492	64.7240633399662	36.4779784079694	49.1094004759813	4.81005207154177	8834	0.176060267857143
"10"	90	112.656433821709	112.058883924887	68.6929721868742	38.0622171874574	51.1966591924149	4.7705323978539	9692	0.193160076530612
"11"	100	112.60826004686	112.057580974695	70.5820987453744	39.8426497190929	53.5742373703783	4.7360824742268	10670	0.212651466836735
"12"	110	112.798777642311	112.249251300764	73.4397172764727	41.5053289340826	55.7898693536306	4.7115995535331	11647	0.232122927295918
"13"	120	112.735595424116	112.401218169646	76.9844039346285	43.2685155482357	58.1316754269275	4.68110577301725	12697	0.253049266581633
"14"	130	112.723291475577	112.41852164956	78.6009278498312	44.9570274671397	60.3783876489706	4.65429132998471	13737	0.273776307397959
"15"	140	112.669120817068	112.356956481357	82.2579355599039	46.7311941047193	62.7925745273736	4.63602099878853	14858	0.296117665816327
"16"	150	112.849596148324	112.191785098945	84.4160556778783	48.4545131266431	65.124864244975	4.60603033897247	16019	0.319256218112245
"17"	160	112.800530830384	112.117115743051	88.3178801830043	50.2099926356415	67.4162313764667	4.58480821679336	17233	0.343451052295918
"18"	170	112.812652469403	112.081116522257	91.1174359823583	51.9246948706776	69.7186962063536	4.56644644210982	18466	0.368024553571429
"19"	180	112.917529614409	112.122387483511	93.8166877497967	53.6165452474204	71.9473772937679	4.56235413495688	19710	0.392817283163265
"20"	190	112.977006639379	112.154315153967	95.7759472241623	55.3289467190431	74.2404090477615	4.54466707914902	21011	0.418746014030612
"21"	200	113.032574083467	112.165300298096	99.2575352112281	57.1695691655234	76.7298256340158	4.52625022245951	22476	0.447943239795918
"22"	210	113.111939693954	112.05893809265	101.368288511657	58.9198587818492	78.9985333554888	4.50380466594197	23918	0.476682079081633
"23"	220	113.146667324286	112.132298697835	103.380799592195	60.7826837577979	81.4493769022966	4.47897709444619	25496	0.50813137755102
"24"	230	113.155477418997	112.194023268605	106.281978056723	62.5549019064641	83.9214022476801	4.47011392217784	27036	0.538823341836735
"25"	240	113.090459987405	112.09798269216	108.885873015649	64.2664485270841	86.1555648769141	4.44956792499038	28583	0.56965481505102
"26"	250	112.990334780891	111.883654301839	110.614021516664	65.9192627308162	88.3229427931501	4.43463249452228	30122	0.600326849489796
"27"	260	113.043346523796	111.824717959662	114.51028947944	67.6141171764574	90.6045788153727	4.42097959441133	31707	0.631915656887755
"28"	270	112.965597083093	111.62220081903	117.095704666413	69.3030286380948	92.8208499006536	4.40302267002519	33348	0.664620535714286
"29"	280	112.793571029762	111.503580609014	119.605140017692	71.0312249081915	95.1659626787333	4.37670334682707	35078	0.699099170918367
"30"	290	112.79066267446	111.424875106807	121.818670551996	72.6342933782846	97.296512102975	4.34437518713084	36739	0.732202646683674
