"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	25000	25.4824561403509	25.0219298245614	11.2392599464028	6.77441721662458	8.98712037105689	228	0.0912
"2"	50000	25.4515151515152	25.0272727272727	12.6447403381228	7.08105497232616	9.53963362680667	330	0.132
"3"	75000	25.3179611650485	24.9441747572816	14.4076349174854	7.80822078965123	10.4073509417277	412	0.1648
"4"	1e+05	25.1628865979381	25.0412371134021	14.9595118713783	8.41437092358214	11.2480644642887	485	0.194
"5"	125000	24.9699115044248	25.2654867256637	16.0782012881001	9.03569668148206	12.0330175938073	565	0.226
"6"	150000	24.7867078825348	25.1375579598145	17.2533032014482	9.65411006335844	12.8577208127514	647	0.2588
"7"	175000	24.7763888888889	25.0694444444444	17.3119047675898	10.1674317995901	13.5751751375602	720	0.288
"8"	2e+05	24.812879708384	25.0959902794654	18.4503010396363	10.8536099976032	14.4839711026631	823	0.3292
"9"	225000	24.8238453276047	25.2083780880773	20.3433290347017	11.5672043074632	15.4307752086404	931	0.3724
"10"	250000	24.9990574929312	25.2657869934025	22.0542334032139	12.3566197337858	16.4290653246239	1061	0.4244
"11"	275000	25.1921434671221	25.2399658411614	22.8315717458796	12.9551434623565	17.2819998042584	1171	0.4684
"12"	3e+05	25.2029320987654	25.0779320987654	23.8248049083891	13.6334601598346	18.1863901231917	1296	0.5184
"13"	325000	25.0593639575972	25.1081272084806	23.9535110704982	14.2387553140445	19.0348857719205	1415	0.566
"14"	350000	25.0310478654593	24.856403622251	25.010830366785	14.8917060044275	19.8800310122689	1546	0.6184
"15"	375000	24.8485207100592	24.7538461538462	26.6730497886638	15.5549109504623	20.8059956467125	1690	0.676
"16"	4e+05	24.6284153005464	24.7819672131148	26.8504629777385	16.1676590193688	21.6125301730168	1830	0.732
"17"	425000	24.3566398390342	24.9240442655936	27.9790839433808	16.8316609711064	22.4800417513791	1988	0.7952
"18"	450000	24.3299808429119	24.926724137931	28.9101906359857	17.2446175537667	23.0665014777951	2088	0.8352
"19"	475000	24.4894881170018	24.890310786106	31.3991855236233	17.6753757386332	23.6049773899451	2188	0.8752
"20"	5e+05	24.4702537182852	24.7961504811899	31.7379396609293	18.0918577416281	24.1358298746296	2286	0.9144
