"Time"	"xCenter"	"yCenter"	"MaximalerRadius"	"DurchschnittRadius"	"EightyProzentRadius"	"AnzahlZellenSystem"	"Abdeckung"
"1"	25000	25.3055555555556	25.3333333333333	11.2637090683002	6.34145691461943	8.55920737359468	216	0.0864
"2"	50000	24.9113149847095	25.131498470948	11.5956633119595	6.91074466657929	9.26293232673027	327	0.1308
"3"	75000	24.8272506082725	25.3211678832117	12.8636551479335	7.69570128113263	10.2750091749826	411	0.1644
"4"	1e+05	24.6604554865424	25.2836438923395	14.6824598184997	8.34872289774476	11.1547132814901	483	0.1932
"5"	125000	24.8540540540541	25.2666666666667	15.4812463292471	8.94289891872515	11.9279585476322	555	0.222
"6"	150000	24.810641627543	25.3599374021909	16.774892650038	9.59163724370818	12.8156971656962	639	0.2556
"7"	175000	24.896174863388	25.0081967213115	17.0418938909876	10.2379423669294	13.6245489167176	732	0.2928
"8"	2e+05	24.8472727272727	25.0193939393939	18.0973982372285	10.857522038519	14.4631843570052	825	0.33
"9"	225000	24.9448051948052	24.8744588744589	19.0659988863482	11.4938839015496	15.3255218799732	924	0.3696
"10"	250000	25.2529411764706	24.9656862745098	21.0749005022637	12.1002107819081	16.1292104946372	1020	0.408
"11"	275000	25.1634446397188	25.0931458699473	22.1733915287009	12.7732568560584	17.0591927752064	1138	0.4552
"12"	3e+05	25.2519936204147	25.1275917065391	23.1336530800957	13.4086246499314	17.8880544428977	1254	0.5016
"13"	325000	25.3783393501805	25.1321299638989	23.4646893421299	14.0859531394884	18.7849396164049	1385	0.554
"14"	350000	25.4219576719577	24.9444444444444	25.7236776088321	14.7158554441502	19.5977720439904	1512	0.6048
"15"	375000	25.5984299516908	24.9184782608696	27.087241072788	15.3875247253014	20.5203158658644	1656	0.6624
"16"	4e+05	25.6399776035834	24.8952967525196	27.5595159079735	15.9791472542798	21.3117829065067	1786	0.7144
"17"	425000	25.7418520434558	24.7796171753751	28.6226560647964	16.6329102087722	22.2218823064194	1933	0.7732
"18"	450000	25.6219098400388	24.8458555501697	29.3728511719887	17.1829129451762	22.9033558097592	2063	0.8252
"19"	475000	25.3608151922186	24.7447892542844	31.0410812389248	17.5845539808689	23.437070909143	2159	0.8636
"20"	5e+05	25.0509611086276	24.72239606616	31.9938611792278	17.914706222242	23.8904817695589	2237	0.8948
"21"	525000	24.929161234246	24.6640591047371	33.5335894382506	18.1900571823172	24.183918184469	2301	0.9204
